sem,zad,page
1,1.1,10
1,1.2,10
1,1.3,10
1,1.4,11
1,1.5,11
1,1.6,0
1,1.7,15
1,1.8,0
1,1.9,12
1,1.10,24
1,1.11,25
1,1.12,0
1,1.13,21
1,1.14,0
1,1.15,21
1,1.16,19
1,1.17,20
1,1.18,22
1,1.19,21
1,1.20,21
1,1.21,23
1,1.22,0
1,1.23,0
1,1.24,0
1,1.25,0
1,1.26,0
1,2.1,33
1,2.2,35
1,2.3,0
1,2.4,35
1,2.5,0
1,2.6,0
1,2.7,37
1,2.8,0
1,2.9,0
1,2.10,36
1,2.11,0
1,2.12,36
1,2.13,38
1,2.14,39
1,2.15,0
1,2.16,40
1,2.17,0
1,2.18,41
1,2.19,41
1,2.20,42
1,2.21,42
1,2.22,43
1,2.23,0
1,2.24,44
1,2.25,49
1,2.26,0
1,2.27,49
1,2.28,0
1,2.29,0
1,2.30,0
1,2.31,30
1,2.32,31
1,2.33,0
1,2.34,0
1,2.35,35
1,2.36,34
1,2.37,35
1,2.38,35
1,2.39,35
1,2.40,0
1,2.41,0
1,2.42,34
1,2.43,45
1,2.44,46
1,2.45,0
1,2.46,46
1,2.47,0
1,2.48,0
1,2.49,0
1,2.50,0
1,2.51,0
1,2.52,0
1,2.53,0
1,2.54,47
1,2.55,47
1,2.56,47
1,2.57,0
1,2.58,0
1,2.59,0
1,2.60,0
1,2.61,0
1,2.62,0
1,2.63,48
1,2.64,48
1,2.65,32
1,2.66,44
1,2.67,0
1,2.68,31
1,2.69,34
1,2.70,31
1,2.71,0
1,2.72,0
1,2.73,0
1,2.74,0
1,2.75,0
1,2.76,0
1,2.77,0
1,2.78,0
1,2.79,0
1,2.80,0
1,2.81,0
1,2.82,0
1,2.83,0
1,2.84,0
1,2.85,0
1,2.86,0
1,2.87,0
1,3.1,51
1,3.2,52
1,3.3,53
1,3.4,53
1,3.5,0
1,3.6,51
1,3.7,51
1,3.8,54
1,3.9,0
1,3.10,0
1,3.11,52
1,3.12,0
1,3.13,0
1,3.14,0
1,3.15,0
1,3.16,0
1,3.17,0
1,3.18,0
1,3.19,0
1,3.20,0
1,3.21,58
1,3.22,0
1,3.23,0
1,3.24,59
1,3.25,61
1,3.26,61
1,3.27,0
1,3.28,0
1,3.29,59
1,3.30,59
1,3.31,60
1,3.32,0
1,3.33,59
1,3.34,0
1,3.35,55
1,3.36,0
1,3.37,56
1,3.38,0
1,3.39,0
1,3.40,0
1,3.41,56
1,3.42,57
1,3.43,58
1,3.44,61
1,3.45,61
1,3.46,0
1,3.47,0
1,3.48,55
1,3.49,57
1,3.50,60
1,3.51,60
1,3.52,0
1,3.53,62
1,3.54,62
1,3.55,0
1,3.56,55
1,3.57,55
1,3.58,0
1,3.59,0
1,3.60,60
1,3.61,58
1,3.62,0
1,3.63,0
1,3.64,0
1,3.65,0
1,3.66,0
1,3.67,0
1,3.68,0
1,3.69,0
1,3.70,0
1,3.71,0
1,3.72,0
1,3.73,0
1,3.74,0
1,3.75,0
1,3.76,0
1,3.77,0
1,3.78,0
1,3.79,0
1,4.1,65
1,4.2,63
1,4.3,63
1,4.4,63
1,4.5,77
1,4.6,77
1,4.7,0
1,4.8,0
1,4.9,77
1,4.10,78
1,4.11,82
1,4.12,0
1,4.13,0
1,4.14,0
1,4.15,78
1,4.16,66
1,4.17,0
1,4.18,65
1,4.19,67
1,4.20,78
1,4.21,0
1,4.22,83
1,4.23,0
1,4.24,0
1,4.25,84
1,4.26,84
1,4.27,0
1,4.28,75
1,4.29,0
1,4.30,69
1,4.31,75
1,4.32,79
1,4.33,0
1,4.34,0
1,4.35,76
1,4.36,72
1,4.37,80
1,4.38,0
1,4.39,0
1,4.40,67
1,4.41,73
1,4.42,0
1,4.43,0
1,4.44,68
1,4.45,65
1,4.46,0
1,4.47,82
1,4.48,64
1,4.49,64
1,4.50,0
1,4.51,66
1,4.52,73
1,4.53,0
1,4.54,70
1,4.55,69
1,4.56,70
1,4.57,0
1,4.58,90
1,4.59,89
1,4.60,0
1,4.61,77
1,4.62,0
1,4.63,0
1,4.64,69
1,4.65,0
1,4.66,79
1,4.67,0
1,4.68,0
1,4.69,0
1,4.70,86
1,4.71,87
1,4.72,86
1,4.73,88
1,4.74,88
1,4.75,88
1,4.76,91
1,4.77,89
1,4.78,89
1,4.79,0
1,4.80,74
1,4.81,95
1,4.82,94
1,4.83,75
1,4.84,0
1,4.85,0
1,4.86,87
1,4.87,95
1,4.88,78
1,4.89,0
1,4.90,94
1,4.91,94
1,4.92,0
1,4.93,93
1,4.94,91
1,4.95,0
1,4.96,91
1,4.97,0
1,4.98,92
1,4.99,0
1,4.100,0
1,4.101,0
1,4.102,0
1,4.103,0
1,4.104,90
1,4.105,90
1,4.106,0
1,4.107,0
1,4.108,96
1,4.109,91
1,4.110,0
1,4.111,0
1,4.112,0
1,4.113,91
1,4.114,91
1,4.115,0
1,4.116,80
1,4.117,0
1,4.118,0
1,4.119,72
1,4.120,70
1,4.121,0
1,4.122,0
1,4.123,0
1,4.124,0
1,4.125,0
1,4.126,0
1,4.127,0
1,4.128,0
1,4.129,0
1,4.130,0
1,4.131,0
1,4.132,0
1,4.133,0
1,4.134,0
1,4.135,0
1,4.136,0
1,4.137,0
1,4.138,0
1,4.139,0
1,4.140,0
1,4.141,0
1,4.142,0
1,5.1,109
1,5.2,109
1,5.3,0
1,5.4,0
1,5.5,109
1,5.6,112
1,5.7,112
1,5.8,112
1,5.9,105
1,5.10,111
1,5.11,112
1,5.12,112
1,5.13,105
1,5.14,113
1,5.15,104
1,5.16,105
1,5.17,104
1,5.18,104
1,5.19,0
1,5.20,105
1,5.21,106
1,5.22,114
1,5.23,0
1,5.24,0
1,5.25,115
1,5.26,101
1,5.27,115
1,5.28,110
1,5.29,110
1,5.30,113
1,5.31,111
1,5.32,111
1,5.33,116
1,5.34,116
1,5.35,113
1,5.36,0
1,5.37,112
1,5.38,0
1,5.39,109
1,5.40,0
1,5.41,116
1,5.42,117
1,5.43,117
1,5.44,102
1,5.45,0
1,5.46,124
1,5.47,0
1,5.48,0
1,5.49,0
1,5.50,106
1,5.51,0
1,5.52,0
1,5.53,0
1,5.54,107
1,5.55,106
1,5.56,121
1,5.57,0
1,5.58,0
1,5.59,105
1,5.60,0
1,5.61,0
1,5.62,119
1,5.63,108
1,5.64,0
1,5.65,0
1,5.66,0
1,5.67,118
1,5.68,118
1,5.69,0
1,5.70,0
1,5.71,118
1,5.72,0
1,5.73,0
1,5.74,0
1,5.75,0
1,5.76,0
1,5.77,0
1,5.78,0
1,6.1,127
1,6.2,130
1,6.3,131
1,6.4,131
1,6.5,132
1,6.6,131
1,6.7,130
1,6.8,129
1,6.9,128
1,6.10,133
1,6.11,128
1,6.12,133
1,6.13,133
1,6.14,0
1,6.15,133
1,6.16,133
1,6.17,0
1,6.18,0
1,7.1,148
1,7.2,147
1,7.3,147
1,7.4,143
1,7.5,151
1,7.6,0
1,7.7,153
1,7.8,0
1,7.9,145
1,7.10,149
1,7.11,149
1,7.12,149
1,7.13,0
1,7.14,0
1,7.15,161
1,7.16,161
1,7.17,0
1,7.18,157
1,7.19,0
1,7.20,152
1,7.21,0
1,7.22,154
1,7.23,146
1,7.24,155
1,7.25,162
1,7.26,155
1,7.27,155
1,7.28,145
1,7.29,145
1,7.30,145
1,7.31,155
1,7.32,155
1,7.33,155
1,7.34,156
1,7.35,156
1,7.36,148
1,7.37,147
1,7.38,162
1,7.39,163
1,7.40,154
1,7.41,149
1,7.42,0
1,7.43,0
1,7.44,157
1,7.45,156
1,7.46,160
1,7.47,160
1,7.48,160
1,7.49,160
1,7.50,160
1,7.51,163
1,7.52,159
1,7.53,0
1,7.54,0
1,7.55,0
1,7.56,0
1,7.57,0
1,7.58,0
1,7.59,155
1,7.60,155
1,7.61,156
1,7.62,156
1,7.63,156
1,7.64,156
1,7.65,0
1,7.66,0
1,7.67,0
1,7.68,0
1,7.69,0
1,7.70,149
1,7.71,149
1,7.72,156
1,7.73,0
1,7.74,161
1,7.75,156
1,7.76,0
1,7.77,0
1,7.78,156
1,7.79,0
1,7.80,159
1,7.81,150
1,7.82,0
1,7.83,0
1,7.84,150
1,7.85,150
1,7.86,150
1,7.87,159
1,7.88,158
1,7.89,159
1,7.90,157
1,7.91,157
1,7.92,157
1,7.93,0
1,7.94,159
1,7.95,0
1,7.96,156
1,7.97,0
1,7.98,0
1,7.99,0
1,7.100,0
1,7.101,0
1,7.102,0
1,7.103,0
1,7.104,0
1,7.105,0
1,7.106,0
1,7.107,0
1,7.108,0
1,7.109,0
1,7.110,163
1,7.111,0
1,7.112,151
1,7.113,0
1,7.114,149
1,7.115,149
1,7.116,163
1,7.117,146
1,7.118,147
1,7.119,0
1,7.120,144
1,7.121,148
1,7.122,0
1,7.123,137
1,7.124,143
1,7.125,139
1,7.126,146
1,7.127,0
1,7.128,139
1,7.129,139
1,7.130,141
1,7.131,139
1,7.132,138
1,7.133,138
1,7.134,139
1,7.135,138
1,7.136,142
1,7.137,139
1,7.138,144
1,7.139,137
1,7.140,137
1,7.141,142
1,7.142,141
1,7.143,142
1,7.144,141
1,7.145,149
1,7.146,149
1,7.147,155
1,7.148,155
1,7.149,156
1,7.150,156
1,7.151,157
1,7.152,157
1,7.153,157
1,7.154,146
1,7.155,145
1,7.156,162
1,7.157,162
1,7.158,162
1,7.159,148
1,7.160,0
1,7.161,0
1,7.162,0
1,7.163,0
1,7.164,0
1,7.165,0
1,7.166,0
1,7.167,0
1,7.168,0
1,7.169,0
1,7.170,0
1,7.171,0
1,7.172,0
1,7.173,0
1,7.174,0
1,7.175,0
1,7.176,0
1,7.177,0
1,7.178,0
1,7.179,0
1,7.180,0
1,7.181,0
1,7.182,0
1,7.183,0
1,7.184,0
1,7.185,0
1,7.186,0
1,7.187,0
1,7.188,0
1,7.189,0
1,8.1,166
1,8.2,0
1,8.3,169
1,8.4,169
1,8.5,0
1,8.6,166
1,8.7,168
1,8.8,0
1,8.9,0
1,8.10,0
1,8.11,166
1,8.12,166
1,8.13,0
1,8.14,0
1,8.15,166
1,8.16,173
1,8.17,169
1,8.18,181
1,8.19,181
1,8.20,181
1,8.21,0
1,8.22,0
1,8.23,180
1,8.24,181
1,8.25,181
1,8.26,0
1,8.27,182
1,8.28,0
1,8.29,166
1,8.30,0
1,8.31,0
1,8.32,182
1,8.33,0
1,8.34,0
1,8.35,0
1,8.36,0
1,8.37,0
1,8.38,183
1,8.39,0
1,8.40,0
1,8.41,0
1,8.42,184
1,8.43,184
1,8.44,184
1,8.45,0
1,8.46,0
1,8.47,185
1,8.48,0
1,8.49,0
1,8.50,0
1,8.51,0
1,8.52,0
1,8.53,0
1,8.54,0
1,8.55,0
1,8.56,0
1,8.57,0
1,8.58,0
1,8.59,0
1,8.60,0
1,8.61,185
1,8.62,0
1,8.63,0
1,8.64,0
1,8.65,0
1,8.66,0
1,8.67,183
1,8.68,0
1,8.69,0
1,8.70,0
1,8.71,0
1,8.72,183
1,8.73,0
1,8.74,186
1,8.75,187
1,8.76,186
1,8.77,176
1,8.78,0
1,8.79,169
1,8.80,0
1,8.81,0
1,8.82,0
1,8.83,0
1,8.84,0
1,8.85,0
1,8.86,0
1,8.87,0
1,8.88,0
1,8.89,0
1,8.90,0
1,8.91,0
1,8.92,0
1,8.93,0
1,8.94,0
1,8.95,0
1,8.96,0
1,8.97,0
1,8.98,0
1,8.99,0
1,8.100,0
1,8.101,0
1,8.102,0
1,8.103,0
1,8.104,0
1,8.105,0
1,8.106,0
1,8.107,0
1,8.108,0
1,8.109,0
1,8.110,0
1,9.1,191
1,9.2,194
1,9.3,194
1,9.4,195
1,9.5,203
1,9.6,0
1,9.7,203
1,9.8,196
1,9.9,204
1,9.10,195
1,9.11,195
1,9.12,204
1,9.13,205
1,9.14,206
1,9.15,206
1,9.16,0
1,9.17,200
1,9.18,0
1,9.19,0
1,9.20,204
1,9.21,197
1,9.22,197
1,9.23,200
1,9.24,200
1,9.25,200
1,9.26,0
1,9.27,198
1,9.28,201
1,9.29,0
1,9.30,0
1,9.31,0
1,9.32,198
1,9.33,198
1,9.34,199
1,9.35,202
1,9.36,199
1,9.37,206
1,9.38,207
1,9.39,207
1,9.40,199
1,9.41,0
1,9.42,208
1,9.43,208
1,9.44,213
1,9.45,208
1,9.46,211
1,9.47,212
1,9.48,212
1,9.49,209
1,9.50,0
1,9.51,211
1,9.52,0
1,9.53,210
1,9.54,210
1,9.55,200
1,9.56,218
1,9.57,213
1,9.58,214
1,9.59,215
1,9.60,215
1,9.61,213
1,9.62,215
1,9.63,216
1,9.64,216
1,9.65,215
1,9.66,217
1,9.67,217
1,9.68,0
1,9.69,215
1,9.70,215
1,9.71,215
1,9.72,0
1,9.73,219
1,9.74,213
1,9.75,209
1,9.76,215
1,9.77,215
1,9.78,0
1,9.79,232
1,9.80,233
1,9.81,234
1,9.82,234
1,9.83,236
1,9.84,236
1,9.85,0
1,9.86,0
1,9.87,0
1,9.88,0
1,9.89,234
1,9.90,0
1,9.91,0
1,9.92,0
1,9.93,235
1,9.94,235
1,9.95,231
1,9.96,0
1,9.97,225
1,9.98,222
1,9.99,220
1,9.100,221
1,9.101,221
1,9.102,221
1,9.103,222
1,9.104,222
1,9.105,0
1,9.106,222
1,9.107,221
1,9.108,221
1,9.109,223
1,9.110,222
1,9.111,239
1,9.112,222
1,9.113,223
1,9.114,227
1,9.115,227
1,9.116,0
1,9.117,0
1,9.118,228
1,9.119,0
1,9.120,227
1,9.121,0
1,9.122,226
1,9.123,229
1,9.124,229
1,9.125,0
1,9.126,228
1,9.127,229
1,9.128,202
1,9.129,0
1,9.130,0
1,9.131,0
1,9.132,0
1,9.133,239
1,9.134,239
1,9.135,240
1,9.136,0
1,9.137,230
1,9.138,0
1,9.139,0
1,9.140,0
1,9.141,0
1,9.142,0
1,9.143,0
1,9.144,0
1,9.145,0
1,9.146,198
1,9.147,0
1,9.148,198
1,9.149,225
1,9.150,223
1,9.151,229
1,9.152,224
1,9.153,224
1,9.154,229
1,9.155,242
1,9.156,241
1,9.157,242
1,9.158,242
1,9.159,207
1,9.160,207
1,9.161,237
1,9.162,238
1,9.163,238
1,9.164,238
1,9.165,238
1,9.166,237
1,9.167,233
1,9.168,235
1,9.169,190
1,9.170,191
1,9.171,193
1,9.172,204
1,9.173,243
1,9.174,231
1,9.175,230
1,9.176,227
1,9.177,228
1,9.178,242
1,9.179,243
1,9.180,232
1,9.181,212
1,9.182,212
1,9.183,0
1,9.184,0
1,9.185,0
1,9.186,0
1,9.187,0
1,9.188,0
1,9.189,0
1,9.190,0
1,9.191,0
1,9.192,0
1,9.193,0
1,9.194,0
1,9.195,0
1,9.196,0
1,9.197,0
1,9.198,0
1,10.1,247
1,10.2,0
1,10.3,248
1,10.4,249
1,10.5,250
1,10.6,247
1,10.7,0
1,10.8,245
1,10.9,247
1,10.10,258
1,10.11,252
1,10.12,253
1,10.13,252
1,10.14,253
1,10.15,255
1,10.16,256
1,10.17,259
1,10.18,259
1,10.19,258
1,10.20,255
1,10.21,259
1,10.22,253
1,10.23,254
1,10.24,254
1,10.25,254
1,10.26,259
1,10.27,256
1,10.28,257
1,10.29,257
1,10.30,255
1,10.31,254
1,10.32,247
1,10.33,248
1,10.34,263
1,10.35,264
1,10.36,265
1,10.37,249
1,10.38,247
1,10.39,245
1,10.40,260
1,10.41,261
1,10.42,246
1,10.43,246
1,10.44,266
1,10.45,265
1,10.46,262
1,10.47,261
1,10.48,249
1,10.49,248
1,10.50,250
1,10.51,262
1,10.52,250
1,10.53,267
1,10.54,266
1,10.55,267
1,10.56,268
1,10.57,268
1,10.58,266
1,10.59,268
1,10.60,252
1,10.61,252
1,10.62,279
1,10.63,276
1,10.64,276
1,10.65,276
1,10.66,276
1,10.67,0
1,10.68,281
1,10.69,281
1,10.70,283
1,10.71,280
1,10.72,280
1,10.73,249
1,10.74,0
1,10.75,0
1,10.76,0
1,10.77,0
1,10.78,0
1,10.79,0
1,10.80,0
1,10.81,0
1,10.82,0
1,10.83,0
1,10.84,0
1,10.85,0
1,11.1,287
1,11.2,288
1,11.3,297
1,11.4,289
1,11.5,289
1,11.6,289
1,11.7,289
1,11.8,289
1,11.9,289
1,11.10,289
1,11.11,292
1,11.12,289
1,11.13,287
1,11.14,290
1,11.15,292
1,11.16,288
1,11.17,288
1,11.18,294
1,11.19,289
1,11.20,290
1,11.21,290
1,11.22,295
1,11.23,296
1,11.24,297
1,11.25,0
1,11.26,0
1,11.27,0
1,11.28,0
1,11.29,0
1,11.30,0
1,11.31,0
1,11.32,0
1,11.33,0
1,11.34,0
1,11.35,0
1,12.1,298
1,12.2,298
1,12.3,299
1,12.4,0
1,12.5,326
1,12.6,324
1,12.7,324
1,12.8,325
1,12.9,326
1,12.10,318
1,12.11,326
1,12.12,326
1,12.13,315
1,12.14,321
1,12.15,322
1,12.16,319
1,12.17,325
1,12.18,326
1,12.19,314
1,12.20,315
1,12.21,0
1,12.22,311
1,12.23,311
1,12.24,311
1,12.25,311
1,12.26,313
1,12.27,316
1,12.28,316
1,12.29,322
1,12.30,309
1,12.31,318
1,12.32,310
1,12.33,310
1,12.34,325
1,12.35,325
1,12.36,302
1,12.37,301
1,12.38,303
1,12.39,303
1,12.40,302
1,12.41,302
1,12.42,302
1,12.43,304
1,12.44,306
1,12.45,302
1,12.46,306
1,12.47,308
1,12.48,303
1,12.49,304
1,12.50,307
1,12.51,307
1,12.52,310
1,12.53,310
1,12.54,309
1,12.55,307
1,12.56,301
1,12.57,0
1,12.58,318
1,12.59,313
1,12.60,316
1,12.61,308
1,12.62,308
1,12.63,305
1,12.64,308
1,12.65,309
1,12.66,312
1,12.67,320
1,12.68,320
1,12.69,320
1,12.70,319
1,12.71,319
1,12.72,327
1,12.73,327
1,12.74,327
1,12.75,318
1,12.76,301
1,12.77,301
1,12.78,301
1,12.79,303
1,12.80,316
1,12.81,311
1,12.82,311
1,12.83,312
1,12.84,312
1,12.85,0
1,12.86,0
1,12.87,0
1,12.88,0
1,12.89,0
1,12.90,0
1,12.91,0
1,12.92,0
1,12.93,0
1,12.94,0
1,12.95,0
1,12.96,0
1,12.97,0
1,12.98,0
1,13.1,338
1,13.2,333
1,13.3,340
1,13.4,334
1,13.5,345
1,13.6,342
1,13.7,334
1,13.8,333
1,13.9,335
1,13.10,342
1,13.11,343
1,13.12,341
1,13.13,0
1,13.14,332
1,13.15,341
1,13.16,339
1,13.17,332
1,13.18,340
1,13.19,340
1,13.20,332
1,13.21,332
1,13.22,333
1,13.23,333
1,13.24,336
1,13.25,336
1,13.26,336
1,13.27,336
1,13.28,336
1,13.29,0
1,13.30,338
1,13.31,338
1,13.32,0
1,13.33,336
1,13.34,337
1,13.35,337
1,13.36,335
1,13.37,0
1,13.38,344
1,13.39,346
1,13.40,347
1,13.41,342
1,13.42,338
1,13.43,337
1,13.44,337
1,13.45,338
1,13.46,347
1,13.47,0
1,13.48,0
1,13.49,0
1,13.50,0
1,13.51,0
1,13.52,0
1,13.53,0
1,13.54,0
1,13.55,0
1,13.56,0
1,13.57,0
1,13.58,0
1,13.59,0
1,13.60,0
1,13.61,0
1,13.62,0
1,14.1,357
1,14.2,351
1,14.3,352
1,14.4,352
1,14.5,356
1,14.6,352
1,14.7,353
1,14.8,354
1,14.9,354
1,14.10,357
1,14.11,355
1,14.12,355
1,14.13,356
1,14.14,353
1,14.15,358
1,14.16,359
1,14.17,359
1,14.18,360
1,14.19,360
1,14.20,365
1,14.21,365
1,14.22,366
1,14.23,366
1,14.24,367
1,14.25,367
1,14.26,368
1,14.27,364
1,14.28,364
1,14.29,368
1,14.30,364
1,14.31,369
1,14.32,371
1,14.33,374
1,14.34,373
1,14.35,363
1,14.36,359
1,14.37,0
1,14.38,0
1,14.39,0
1,14.40,0
1,14.41,0
1,14.42,0
1,14.43,0
1,14.44,0
1,14.45,0
1,14.46,0
1,14.47,0
1,14.48,0
1,14.49,0
1,14.50,0
1,14.51,0
1,14.52,0
2,1.1,40
2,1.2,40
2,1.3,40
2,1.4,0
2,1.5,40
2,1.6,0
2,1.7,41
2,1.8,11
2,1.9,11
2,1.10,10
2,1.11,12
2,1.12,13
2,1.13,14
2,1.14,13
2,1.15,11
2,1.16,11
2,1.17,9
2,1.18,9
2,1.19,9
2,1.20,13
2,1.21,11
2,1.22,0
2,1.23,14
2,1.24,43
2,1.25,12
2,1.26,31
2,1.27,0
2,1.28,15
2,1.29,0
2,1.30,0
2,1.31,15
2,1.32,16
2,1.33,21
2,1.34,17
2,1.35,18
2,1.36,25
2,1.37,17
2,1.38,26
2,1.39,0
2,1.40,27
2,1.41,28
2,1.42,0
2,1.43,30
2,1.44,26
2,1.45,0
2,1.46,0
2,1.47,0
2,1.48,27
2,1.49,28
2,1.50,25
2,1.51,25
2,1.52,25
2,1.53,31
2,1.54,34
2,1.55,0
2,1.56,35
2,1.57,37
2,1.58,39
2,1.59,29
2,1.60,36
2,1.61,29
2,1.62,18
2,1.63,33
2,1.64,26
2,1.65,16
2,1.66,32
2,1.67,32
2,1.68,33
2,1.69,0
2,1.70,25
2,1.71,19
2,1.72,34
2,1.73,0
2,1.74,23
2,1.75,22
2,1.76,23
2,1.77,0
2,1.78,24
2,1.79,22
2,1.80,22
2,1.81,0
2,1.82,9
2,1.83,22
2,1.84,20
2,1.85,0
2,1.86,38
2,1.87,38
2,1.88,38
2,1.89,39
2,1.90,43
2,1.91,43
2,1.92,42
2,1.93,42
2,1.94,42
2,1.95,43
2,1.96,19
2,1.97,19
2,1.98,20
2,1.99,17
2,1.100,0
2,1.101,0
2,1.102,0
2,1.103,0
2,2.1,47
2,2.2,47
2,2.3,47
2,2.4,48
2,2.5,49
2,2.6,48
2,2.7,48
2,2.8,48
2,2.9,0
2,2.10,53
2,2.11,53
2,2.12,53
2,2.13,54
2,2.14,54
2,2.15,53
2,2.16,54
2,2.17,53
2,2.18,52
2,2.19,54
2,2.20,54
2,2.21,51
2,2.22,54
2,2.23,53
2,2.24,49
2,3.1,57
2,3.2,56
2,3.3,57
2,3.4,58
2,3.5,71
2,3.6,70
2,3.7,68
2,3.8,69
2,3.9,73
2,3.10,69
2,3.11,71
2,3.12,72
2,3.13,0
2,3.14,73
2,3.15,0
2,3.16,70
2,3.17,0
2,3.18,0
2,3.19,75
2,3.20,0
2,3.21,0
2,3.22,0
2,3.23,0
2,3.24,61
2,3.25,61
2,3.26,61
2,3.27,63
2,3.28,68
2,3.29,59
2,3.30,60
2,3.31,60
2,3.32,63
2,3.33,62
2,3.34,62
2,3.35,58
2,3.36,0
2,3.37,63
2,3.38,0
2,3.39,0
2,3.40,58
2,3.41,64
2,3.42,65
2,3.43,60
2,3.44,59
2,3.45,0
2,3.46,0
2,3.47,0
2,3.48,0
2,3.49,0
2,3.50,0
2,3.51,0
2,3.52,0
2,4.1,77
2,4.2,89
2,4.3,0
2,4.4,78
2,4.5,77
2,4.6,0
2,4.7,0
2,4.8,78
2,4.9,0
2,4.10,80
2,4.11,80
2,4.12,82
2,4.13,0
2,4.14,0
2,4.15,0
2,4.16,80
2,4.17,82
2,4.18,82
2,4.19,84
2,4.20,84
2,4.21,79
2,4.22,84
2,4.23,84
2,4.24,0
2,4.25,79
2,4.26,79
2,4.27,88
2,4.28,89
2,4.29,89
2,4.30,93
2,4.31,93
2,4.32,90
2,4.33,91
2,4.34,0
2,4.35,90
2,4.36,0
2,4.37,93
2,4.38,100
2,4.39,97
2,4.40,102
2,4.41,94
2,4.42,96
2,4.43,101
2,4.44,101
2,4.45,0
2,4.46,0
2,4.47,100
2,4.48,0
2,4.49,102
2,4.50,0
2,4.51,0
2,4.52,0
2,4.53,0
2,4.54,0
2,4.55,0
2,4.56,96
2,4.57,96
2,4.58,94
2,4.59,101
2,4.60,76
2,4.61,0
2,4.62,0
2,4.63,92
2,4.64,0
2,4.65,92
2,4.66,0
2,4.67,95
2,4.68,0
2,4.69,98
2,4.70,99
