sem,zad,page
2,4.71,84
2,4.72,85
2,4.73,86
2,4.74,87
2,4.75,0
2,4.76,0
2,4.77,95
2,4.78,0
2,4.79,0
2,4.80,0
2,4.81,0
2,4.82,0
2,4.83,0
2,4.84,0
2,4.85,0
2,5.1,107
2,5.2,110
2,5.3,109
2,5.4,111
2,5.5,116
2,5.6,105
2,5.7,0
2,5.8,111
2,5.9,110
2,5.10,107
2,5.11,111
2,5.12,113
2,5.13,113
2,5.14,113
2,5.15,113
2,5.16,113
2,5.17,113
2,5.18,113
2,5.19,111
2,5.20,117
2,5.21,114
2,5.22,117
2,5.23,114
2,5.24,0
2,5.25,125
2,5.26,126
2,5.27,116
2,5.28,116
2,5.29,0
2,5.30,117
2,5.31,117
2,5.32,118
2,5.33,119
2,5.34,119
2,5.35,120
2,5.36,121
2,5.37,119
2,5.38,118
2,5.39,121
2,5.40,122
2,5.41,122
2,5.42,121
2,5.43,121
2,5.44,106
2,5.45,106
2,5.46,107
2,5.47,108
2,5.48,108
2,5.49,108
2,5.50,109
2,5.51,109
2,5.52,115
2,5.53,124
2,5.54,124
2,5.55,0
2,5.56,0
2,5.57,0
2,5.58,0
2,5.59,0
2,5.60,0
2,5.61,0
2,5.62,0
2,5.63,0
2,5.64,0
2,5.65,0
2,5.66,0
2,5.67,0
2,5.68,0
2,5.69,0
2,5.70,0
2,5.71,0
2,5.72,0
2,5.73,0
2,5.74,0
2,5.75,0
2,5.76,0
2,6.1,0
2,6.2,131
2,6.3,0
2,6.4,130
2,6.5,0
2,6.6,129
2,6.7,132
2,6.8,0
2,6.9,0
2,6.10,128
2,6.11,128
2,6.12,148
2,6.13,0
2,6.14,132
2,6.15,133
2,6.16,0
2,6.17,134
2,6.18,134
2,6.19,129
2,6.20,136
2,6.21,129
2,6.22,139
2,6.23,0
2,6.24,139
2,6.25,139
2,6.26,140
2,6.27,140
2,6.28,138
2,6.29,140
2,6.30,145
2,6.31,138
2,6.32,146
2,6.33,138
2,6.34,138
2,6.35,137
2,6.36,137
2,6.37,143
2,6.38,137
2,6.39,143
2,6.40,143
2,6.41,144
2,6.42,144
2,6.43,136
2,6.44,142
2,6.45,141
2,6.46,142
2,6.47,142
2,6.48,141
2,6.49,141
2,6.50,139
2,6.51,149
2,6.52,141
2,6.53,145
2,6.54,0
2,6.55,145
2,6.56,147
2,6.57,146
2,6.58,0
2,6.59,130
2,6.60,139
2,6.61,152
2,6.62,151
2,6.63,151
2,6.64,150
2,6.65,0
2,6.66,153
2,6.67,155
2,6.68,155
2,6.69,155
2,6.70,155
2,6.71,154
2,6.72,154
2,6.73,154
2,6.74,149
2,6.75,155
2,6.76,0
2,6.77,156
2,6.78,156
2,6.79,136
2,6.80,0
2,6.81,0
2,6.82,0
2,6.83,0
2,6.84,0
2,6.85,0
2,6.86,0
2,6.87,0
2,6.88,0
2,7.1,160
2,7.2,161
2,7.3,163
2,7.4,164
2,7.5,160
2,7.6,0
2,7.7,0
2,7.8,164
2,7.9,164
2,7.10,0
2,7.11,163
2,7.12,0
2,7.13,162
2,7.14,165
2,7.15,163
2,7.16,166
2,7.17,166
2,7.18,166
2,7.19,168
2,7.20,184
2,7.21,171
2,7.22,170
2,7.23,171
2,7.24,173
2,7.25,179
2,7.26,180
2,7.27,180
2,7.28,181
2,7.29,0
2,7.30,180
2,7.31,178
2,7.32,183
2,7.33,0
2,7.34,177
2,7.35,179
2,7.36,177
2,7.37,168
2,7.38,0
2,7.39,181
2,7.40,181
2,7.41,175
2,7.42,175
2,7.43,0
2,7.44,175
2,7.45,179
2,7.46,0
2,7.47,202
2,7.48,180
2,7.49,183
2,7.50,169
2,7.51,167
2,7.52,173
2,7.53,178
2,7.54,173
2,7.55,170
2,7.56,170
2,7.57,170
2,7.58,172
2,7.59,173
2,7.60,173
2,7.61,178
2,7.62,184
2,7.63,0
2,7.64,186
2,7.65,186
2,7.66,187
2,7.67,177
2,7.68,0
2,7.69,0
2,7.70,0
2,7.71,0
2,7.72,0
2,7.73,0
2,7.74,0
2,7.75,0
2,7.76,0
2,7.77,0
2,7.78,0
2,7.79,0
2,7.80,0
2,7.81,0
2,7.82,0
2,7.83,0
2,8.1,189
2,8.2,189
2,8.3,0
2,8.4,194
2,8.5,192
2,8.6,194
2,8.7,194
2,8.8,201
2,8.9,190
2,8.10,0
2,8.11,192
2,8.12,192
2,8.13,192
2,8.14,196
2,8.15,196
2,8.16,195
2,8.17,194
2,8.18,201
2,8.19,198
2,8.20,190
2,8.21,197
2,8.22,198
2,8.23,208
2,8.24,206
2,8.25,203
2,8.26,203
2,8.27,202
2,8.28,0
2,8.29,205
2,8.30,205
2,8.31,206
2,8.32,204
2,8.33,203
2,8.34,200
2,8.35,204
2,8.36,197
2,8.37,0
2,8.38,0
2,8.39,209
2,8.40,212
2,8.41,189
2,8.42,215
2,8.43,216
2,8.44,0
2,8.45,209
2,8.46,209
2,8.47,208
2,8.48,208
2,8.49,208
2,8.50,209
2,8.51,211
2,8.52,214
2,8.53,190
2,8.54,207
2,8.55,207
2,8.56,209
2,8.57,0
2,8.58,210
2,8.59,0
2,8.60,0
2,8.61,0
2,8.62,0
2,8.63,0
2,8.64,0
2,8.65,0
2,8.66,0
2,8.67,0
2,8.68,0
2,8.69,0
2,8.70,0
2,8.71,0
2,8.72,0
2,8.73,0
2,8.74,0
2,8.75,0
2,8.76,0
2,8.77,0
2,8.78,0
2,9.1,219
2,9.2,219
2,9.3,219
2,9.4,227
2,9.5,231
2,9.6,229
2,9.7,230
2,9.8,247
2,9.9,247
2,9.10,247
2,9.11,248
2,9.12,248
2,9.13,234
2,9.14,242
2,9.15,231
2,9.16,235
2,9.17,236
2,9.18,236
2,9.19,232
2,9.20,232
2,9.21,233
2,9.22,240
2,9.23,226
2,9.24,226
2,9.25,0
2,9.26,0
2,9.27,225
2,9.28,242
2,9.29,228
2,9.30,229
2,9.31,0
2,9.32,240
2,9.33,0
2,9.34,227
2,9.35,222
2,9.36,243
2,9.37,220
2,9.38,0
2,9.39,248
2,9.40,235
2,9.41,0
2,9.42,0
2,9.43,0
2,9.44,0
2,9.45,0
2,9.46,0
2,9.47,0
2,9.48,0
2,9.49,0
2,9.50,0
2,10.1,252
2,10.2,252
2,10.3,252
2,10.4,252
2,10.5,252
2,10.6,252
2,10.7,253
2,10.8,253
2,10.9,254
2,10.10,254
2,10.11,253
2,10.12,287
2,10.13,295
2,10.14,298
2,10.15,298
2,10.16,297
2,10.17,0
2,10.18,0
2,10.19,0
2,10.20,288
2,10.21,0
2,10.22,289
2,10.23,0
2,10.24,287
2,10.25,300
2,10.26,289
2,10.27,294
2,10.28,300
2,10.29,296
2,10.30,294
2,10.31,290
2,10.32,296
2,10.33,299
2,10.34,0
2,10.35,295
2,10.36,290
2,10.37,292
2,10.38,254
2,10.39,287
2,10.40,257
2,10.41,257
2,10.42,285
2,10.43,257
2,10.44,258
2,10.45,259
2,10.46,269
2,10.47,0
2,10.48,278
2,10.49,0
2,10.50,0
2,10.51,278
2,10.52,278
2,10.53,258
2,10.54,280
2,10.55,253
2,10.56,0
2,10.57,0
2,10.58,0
2,10.59,278
2,10.60,269
2,10.61,279
2,10.62,263
2,10.63,270
2,10.64,270
2,10.65,284
2,10.66,274
2,10.67,0
2,10.68,274
2,10.69,264
2,10.70,265
2,10.71,265
2,10.72,0
2,10.73,276
2,10.74,0
2,10.75,0
2,10.76,0
2,10.77,262
2,10.78,264
2,10.79,0
2,10.80,0
2,10.81,266
2,10.82,275
2,10.83,265
2,10.84,0
2,10.85,0
2,10.86,0
2,10.87,0
2,10.88,0
2,10.89,278
2,10.90,277
2,10.91,0
2,10.92,277
2,10.93,0
2,10.94,0
2,10.95,282
2,10.96,282
2,10.97,283
2,10.98,278
2,10.99,282
2,10.100,0
2,10.101,284
2,10.102,0
2,10.103,266
2,10.104,266
2,10.105,259
2,10.106,259
2,10.107,292
2,10.108,267
2,10.109,260
2,10.110,260
2,10.111,259
2,10.112,279
2,10.113,271
2,10.114,271
2,10.115,281
2,10.116,278
2,10.117,263
2,10.118,262
2,10.119,262
2,10.120,262
2,10.121,295
2,10.122,0
2,10.123,0
2,10.124,294
2,10.125,271
2,10.126,272
2,10.127,273
2,10.128,280
2,10.129,0
2,10.130,258
2,10.131,0
2,10.132,285
2,10.133,298
2,10.134,298
2,10.135,297
2,10.136,0
2,10.137,292
2,10.138,293
2,10.139,277
2,10.140,0
2,10.141,0
2,10.142,0
2,10.143,0
2,10.144,0
2,10.145,0
2,10.146,0
2,10.147,0
2,10.148,0
2,10.149,0
2,10.150,0
2,10.151,0
2,10.152,0
2,10.153,0
2,10.154,0
2,10.155,0
2,10.156,0
2,10.157,0
2,10.158,0
2,10.159,0
2,11.1,316
2,11.2,318
2,11.3,0
2,11.4,319
2,11.5,303
2,11.6,305
2,11.7,306
2,11.8,306
2,11.9,308
2,11.10,306
2,11.11,308
2,11.12,307
2,11.13,310
2,11.14,316
2,11.15,320
2,11.16,310
2,11.17,307
2,11.18,0
2,11.19,319
2,11.20,322
2,11.21,307
2,11.22,307
2,11.23,306
2,11.24,313
2,11.25,309
2,11.26,309
2,11.27,309
2,11.28,0
2,11.29,313
2,11.30,308
2,11.31,0
2,11.32,312
2,11.33,323
2,11.34,323
2,11.35,310
2,11.36,311
2,11.37,323
2,11.38,324
2,11.39,324
2,11.40,324
2,11.41,0
2,11.42,313
2,11.43,305
2,11.44,325
2,11.45,0
2,11.46,324
2,11.47,321
2,11.48,312
2,11.49,309
2,11.50,312
2,11.51,312
2,11.52,312
2,11.53,322
2,11.54,317
2,11.55,328
2,11.56,327
2,11.57,326
2,11.58,314
2,11.59,0
2,11.60,315
2,11.61,313
2,11.62,314
2,11.63,316
2,11.64,316
2,11.65,317
2,11.66,318
2,11.67,0
2,11.68,0
2,11.69,0
2,11.70,303
2,11.71,311
2,11.72,330
2,11.73,330
2,11.74,330
2,11.75,326
2,11.76,306
2,11.77,329
2,11.78,0
2,11.79,0
2,11.80,303
2,11.81,303
2,11.82,0
2,11.83,0
2,11.84,0
2,11.85,0
2,11.86,0
2,11.87,0
2,11.88,0
2,11.89,0
2,11.90,0
2,12.1,334
2,12.2,332
2,12.3,354
2,12.4,354
2,12.5,345
2,12.6,343
2,12.7,343
2,12.8,343
2,12.9,0
2,12.10,346
2,12.11,0
2,12.12,335
2,12.13,334
2,12.14,335
2,12.15,340
2,12.16,334
2,12.17,341
2,12.18,340
2,12.19,340
2,12.20,341
2,12.21,341
2,12.22,341
2,12.23,341
2,12.24,0
2,12.25,338
2,12.26,335
2,12.27,340
2,12.28,340
2,12.29,340
2,12.30,340
2,12.31,339
2,12.32,338
2,12.33,336
2,12.34,337
2,12.35,335
2,12.36,344
2,12.37,340
2,12.38,337
2,12.39,337
2,12.40,344
2,12.41,0
2,12.42,342
2,12.43,340
2,12.44,340
2,12.45,334
2,12.46,0
2,12.47,336
2,12.48,336
2,12.49,348
2,12.50,350
2,12.51,350
2,12.52,350
2,12.53,351
2,12.54,348
2,12.55,349
2,12.56,350
2,12.57,344
2,12.58,348
2,12.59,349
2,12.60,347
2,12.61,353
2,12.62,353
2,12.63,354
2,12.64,352
3,1.1,8
3,1.2,9
3,1.3,12
3,1.4,0
3,1.5,0
3,1.6,13
3,1.7,13
3,1.8,14
3,1.9,14
3,1.10,10
3,1.11,42
3,1.12,16
3,1.13,18
3,1.14,17
3,1.15,19
3,1.16,26
3,1.17,27
3,1.18,8
3,1.19,21
3,1.20,17
3,1.21,21
3,1.22,21
3,1.23,22
3,1.24,25
3,1.25,23
3,1.26,23
3,1.27,24
3,1.28,0
3,1.29,24
3,1.30,24
3,2.1,28
3,2.2,35
3,2.3,34
3,2.4,43
3,2.5,44
3,2.6,44
3,2.7,45
3,2.8,30
3,2.9,32
3,2.10,37
3,2.11,38
3,2.12,37
3,2.13,38
3,2.14,41
3,2.15,40
3,2.16,41
3,2.17,39
3,2.18,40
3,2.19,45
3,2.20,47
3,2.21,47
3,2.22,48
3,2.23,50
3,2.24,52
3,2.25,50
3,2.26,51
3,2.27,51
3,2.28,53
3,2.29,59
3,2.30,49
3,2.31,50
3,2.32,0
3,2.33,0
3,2.34,58
3,2.35,59
3,2.36,55
3,2.37,56
3,2.38,52
3,2.39,52
3,2.40,47
3,2.41,47
3,2.42,46
3,2.43,55
3,2.44,56
3,2.45,61
3,2.46,32
3,2.47,0
3,2.48,61
3,2.49,40
3,2.50,38
3,2.51,39
3,2.52,33
3,2.53,57
3,3.1,77
3,3.2,77
3,3.3,77
3,3.4,78
3,3.5,79
3,3.6,103
3,3.7,82
3,3.8,83
3,3.9,83
3,3.10,84
3,3.11,84
3,3.12,85
3,3.13,86
3,3.14,85
3,3.15,79
3,3.16,80
3,3.17,76
3,3.18,77
3,3.19,86
3,3.20,82
3,3.21,81
3,3.22,69
3,3.23,68
3,3.24,91
3,3.25,97
3,3.26,89
3,3.27,89
3,3.28,91
3,3.29,94
3,3.30,90
3,3.31,90
3,3.32,94
3,3.33,92
3,3.34,93
3,3.35,95
3,3.36,96
3,3.37,68
3,3.38,91
3,3.39,72
3,3.40,73
3,3.41,73
3,3.42,99
3,3.43,99
3,3.44,100
3,3.45,100
3,3.46,101
3,3.47,99
3,3.48,104
3,3.49,101
3,3.50,107
3,3.51,107
3,3.52,107
3,3.53,107
3,3.54,108
3,3.55,114
3,3.56,101
3,3.57,111
3,3.58,104
3,3.59,110
3,3.60,110
3,3.61,113
3,3.62,105
3,3.63,114
3,3.64,116
3,3.65,111
3,3.66,102
3,3.67,114
3,3.68,115
3,3.69,109
3,3.70,115
3,3.71,108
3,3.72,0
3,3.73,0
3,3.74,0
3,3.75,0
3,3.76,0
3,3.77,0
3,3.78,0
3,3.79,0
3,3.80,0
3,3.81,0
3,3.82,0
3,3.83,0
3,3.84,0
3,4.1,121
3,4.2,121
3,4.3,122
3,4.4,123
3,4.5,123
3,4.6,123
3,4.7,124
3,4.8,126
3,4.9,126
3,4.10,125
3,4.11,125
3,4.12,127
3,4.13,128
3,4.14,128
3,4.15,129
3,4.16,129
3,4.17,131
3,4.18,131
3,4.19,139
3,4.20,0
3,4.21,137
3,4.22,138
3,4.23,134
3,4.24,134
3,4.25,134
3,4.26,136
3,4.27,136
3,4.28,135
3,4.29,136
3,4.30,137
3,4.31,127
3,4.32,132
3,4.33,133
3,4.34,132
3,4.35,133
3,4.36,132
3,4.37,138
3,4.38,0
3,5.1,145
3,5.2,145
3,5.3,146
3,5.4,146
3,5.5,162
3,5.6,150
3,5.7,150
3,5.8,150
3,5.9,143
3,5.10,155
3,5.11,0
3,5.12,146
3,5.13,147
3,5.14,155
3,5.15,156
3,5.16,158
3,5.17,159
3,5.18,160
3,5.19,160
3,5.20,159
3,5.21,152
3,5.22,163
3,5.23,153
3,5.24,153
3,5.25,154
3,5.26,142
3,5.27,143
3,5.28,166
3,5.29,166
3,5.30,167
3,5.31,168
3,5.32,164
3,5.33,169
3,5.34,169
3,5.35,155
3,5.36,169
3,5.37,170
3,5.38,151
3,5.39,163
3,5.40,144
3,5.41,144
3,5.42,0
3,5.43,0
3,5.44,0
3,5.45,0
3,6.1,174
3,6.2,174
3,6.3,175
3,6.4,175
3,6.5,175
3,6.6,175
3,6.7,176
3,6.8,176
3,6.9,177
3,6.10,178
3,6.11,178
3,6.12,180
3,6.13,181
3,6.14,183
3,6.15,181
3,6.16,183
3,6.17,182
3,6.18,184
3,6.19,185
3,6.20,185
3,6.21,180
3,6.22,186
3,6.23,189
3,6.24,191
3,6.25,199
3,6.26,192
3,6.27,192
3,6.28,193
3,6.29,194
3,6.30,197
3,6.31,197
3,6.32,198
3,6.33,196
3,6.34,198
3,6.35,197
3,6.36,197
3,6.37,196
3,6.38,194
3,6.39,178
3,6.40,179
3,6.41,187
3,6.42,187
3,6.43,0
3,6.44,191
3,6.45,191
3,6.46,195
3,6.47,196
3,6.48,195
3,6.49,0
3,6.50,0
3,6.51,0
3,6.52,0
3,6.53,0
3,6.54,0
3,7.1,201
3,7.2,202
3,7.3,204
3,7.4,206
3,7.5,207
3,7.6,207
3,7.7,202
3,7.8,203
3,7.9,202
3,7.10,207
3,7.11,208
3,7.12,208
3,7.13,215
3,7.14,218
3,7.15,218
3,7.16,209
3,7.17,210
3,7.18,215
3,7.19,216
3,7.20,218
3,7.21,218
3,7.22,219
3,7.23,247
3,7.24,220
3,7.25,0
3,7.26,0
3,7.27,204
3,7.28,221
3,7.29,235
3,7.30,222
3,7.31,223
3,7.32,223
3,7.33,248
3,7.34,224
3,7.35,229
3,7.36,228
3,7.37,0
3,7.38,232
3,7.39,231
3,7.40,232
3,7.41,231
3,7.42,233
3,7.43,228
3,7.44,237
3,7.45,229
3,7.46,230
3,7.47,213
3,7.48,214
3,7.49,211
3,7.50,210
3,7.51,212
3,7.52,248
3,7.53,229
3,7.54,228
3,7.55,234
3,7.56,236
3,7.57,236
3,7.58,237
3,7.59,238
3,7.60,238
3,7.61,240
3,7.62,241
3,7.63,243
3,7.64,243
3,7.65,211
3,7.66,213
3,7.67,225
3,7.68,225
3,7.69,225
3,7.70,242
3,7.71,226
3,7.72,226
3,7.73,226
3,7.74,246
3,7.75,235
3,7.76,214
3,7.77,239
3,7.78,243
3,7.79,244
3,7.80,220
3,7.81,221
3,7.82,239
3,7.83,0
3,7.84,236
3,7.85,246
3,7.86,205
3,7.87,204
3,7.88,0
3,7.89,0
3,7.90,0
3,7.91,0
3,7.92,0
3,7.93,0
3,7.94,0
3,7.95,0
3,7.96,0
3,7.97,0
3,8.1,249
3,8.2,250
3,8.3,251
3,8.4,252
3,8.5,254
3,8.6,254
3,8.7,255
3,8.8,256
3,8.9,254
3,8.10,253
3,8.11,0
3,8.12,257
3,8.13,258
3,8.14,259
3,8.15,260
3,8.16,260
3,8.17,261
3,8.18,262
3,8.19,264
3,8.20,264
3,8.21,267
3,8.22,267
3,8.23,263
3,8.24,268
3,8.25,270
3,8.26,272
3,8.27,272
3,8.28,274
3,8.29,275
3,8.30,276
3,8.31,276
3,8.32,277
3,8.33,278
3,8.34,279
3,8.35,280
3,8.36,283
3,8.37,284
3,8.38,287
3,8.39,0
3,8.40,286
3,8.41,282
3,8.42,282
3,8.43,308
3,8.44,309
3,8.45,310
3,8.46,288
3,8.47,289
3,8.48,0
3,8.49,251
3,8.50,252
3,8.51,291
3,8.52,272
3,8.53,293
3,8.54,292
3,8.55,273
3,8.56,294
3,8.57,293
3,8.58,294
3,8.59,295
3,8.60,296
3,8.61,308
3,8.62,290
3,8.63,295
3,8.64,297
3,8.65,300
3,8.66,300
3,8.67,299
3,8.68,297
3,8.69,298
3,8.70,299
3,8.71,301
3,8.72,307
3,8.73,306
3,8.74,307
3,8.75,307
3,8.76,310
3,8.77,303
3,8.78,305
3,8.79,304
3,8.80,281
3,8.81,270
3,8.82,271
3,8.83,311
3,8.84,302
3,8.85,313
3,8.86,258
3,8.87,259
3,8.88,0
3,8.89,0
3,8.90,0
3,8.91,0
3,8.92,0
3,8.93,0
3,8.94,0
3,8.95,0
3,8.96,0
3,8.97,0
3,8.98,0
3,8.99,0
3,8.100,0
3,8.101,0
3,8.102,0
3,8.103,0
3,9.1,347
3,9.2,327
3,9.3,347
3,9.4,348
3,9.5,349
3,9.6,341
3,9.7,342
3,9.8,351
3,9.9,352
3,9.10,350
3,9.11,342
3,9.12,479
3,9.13,343
3,9.14,344
3,9.15,356
3,9.16,355
3,9.17,352
3,9.18,328
3,9.19,328
3,9.20,329
3,9.21,329
3,9.22,330
3,9.23,332
3,9.24,333
3,9.25,331
3,9.26,334
3,9.27,332
3,9.28,338
3,9.29,323
3,9.30,340
3,9.31,317
3,9.32,317
3,9.33,326
3,9.34,345
3,9.35,324
3,9.36,322
3,9.37,326
3,9.38,325
3,9.39,356
3,9.40,353
3,9.41,358
3,9.42,335
3,9.43,336
3,9.44,338
3,9.45,359
3,9.46,359
3,9.47,360
3,9.48,360
3,9.49,361
3,9.50,318
3,9.51,319
3,9.52,320
3,9.53,346
3,9.54,340
3,9.55,0
3,9.56,354
3,9.57,326
3,9.58,337
3,9.59,337
3,9.60,0
3,9.61,0
3,9.62,0
3,9.63,0
3,9.64,0
3,9.65,0
3,10.1,369
3,10.2,373
3,10.3,372
3,10.4,370
3,10.5,374
3,10.6,378
3,10.7,374
3,10.8,375
3,10.9,375
3,10.10,376
3,10.11,377
3,10.12,394
3,10.13,377
3,10.14,392
3,10.15,387
3,10.16,387
3,10.17,370
3,10.18,392
3,10.19,393
3,10.20,388
3,10.21,388
3,10.22,391
3,10.23,390
3,10.24,393
3,10.25,394
3,10.26,395
3,10.27,396
3,10.28,397
3,10.29,398
3,10.30,399
3,10.31,400
3,10.32,400
3,10.33,401
3,10.34,401
3,10.35,405
3,10.36,405
3,10.37,403
3,10.38,404
3,10.39,406
3,10.40,406
3,10.41,408
3,10.42,409
3,10.43,407
3,10.44,409
3,10.45,411
3,10.46,411
3,10.47,410
3,10.48,412
3,10.49,413
3,10.50,413
3,10.51,414
3,10.52,0
3,10.53,415
3,10.54,379
3,10.55,380
3,10.56,380
3,10.57,381
3,10.58,382
3,10.59,383
3,10.60,383
3,10.61,384
3,10.62,385
3,10.63,386
3,10.64,0
3,10.65,389
3,10.66,0
3,10.67,386
3,10.68,416
3,10.69,0
3,10.70,416
3,10.71,0
3,10.72,417
3,10.73,0
3,10.74,0
3,10.75,421
3,10.76,0
3,10.77,418
3,10.78,419
3,10.79,419
3,10.80,420
3,10.81,422
3,10.82,0
3,10.83,0
3,10.84,0
3,10.85,0
3,10.86,0
3,10.87,0
3,10.88,0
3,10.89,0
3,10.90,0
3,10.91,0
3,10.92,0
3,10.93,0
3,11.1,426
3,11.2,428
3,11.3,429
3,11.4,431
3,11.5,432
3,11.6,0
3,11.7,432
3,11.8,433
3,11.9,434
3,11.10,434
3,11.11,435
3,11.12,436
3,11.13,437
3,11.14,438
3,11.15,439
3,11.16,440
3,11.17,440
3,11.18,441
3,11.19,442
3,11.20,444
3,11.21,445
3,11.22,0
3,11.23,446
3,11.24,447
3,11.25,448
3,11.26,449
3,11.27,449
3,11.28,450
3,11.29,0
3,11.30,0
3,11.31,450
3,11.32,451
3,11.33,452
3,11.34,454
3,11.35,456
3,11.36,457
3,11.37,458
3,11.38,459
3,11.39,460
3,11.40,460
3,11.41,461
3,11.42,461
3,11.43,462
3,11.44,463
3,11.45,464
3,11.46,0
3,11.47,0
3,11.48,0
3,11.49,0
3,11.50,0
3,11.51,0
3,11.52,0
3,11.53,0
3,11.54,0
3,11.55,0
3,11.56,0
3,11.57,0
3,12.1,160
3,12.2,471
3,12.3,473
3,12.4,486
3,12.5,486
3,12.6,473
3,12.7,473
3,12.8,487
3,12.9,487
3,12.10,490
3,12.11,496
3,12.12,496
3,12.13,500
3,12.14,466
3,12.15,467
3,12.16,476
3,12.17,0
3,12.18,516
3,12.19,470
3,12.20,474
3,12.21,469
3,12.22,476
3,12.23,477
3,12.24,470
3,12.25,482
3,12.26,482
3,12.27,484
3,12.28,484
3,12.29,497
3,12.30,499
