sem,zad,page,identifier
1,1.1,10,11.1
1,1.2,10,11.2
1,1.3,10,11.3
1,1.4,11,11.4
1,1.5,11,11.5
1,1.6,0,11.6
1,1.7,15,11.7
1,1.8,0,11.8
1,1.9,12,11.9
1,1.10,24,11.10
1,1.11,25,11.11
1,1.12,0,11.12
1,1.13,21,11.13
1,1.14,0,11.14
1,1.15,21,11.15
1,1.16,19,11.16
1,1.17,20,11.17
1,1.18,22,11.18
1,1.19,21,11.19
1,1.20,21,11.20
1,1.21,23,11.21
1,1.22,0,11.22
1,1.23,0,11.23
1,1.24,0,11.24
1,1.25,0,11.25
1,1.26,0,11.26
1,2.1,33,12.1
1,2.2,35,12.2
1,2.3,0,12.3
1,2.4,35,12.4
1,2.5,0,12.5
1,2.6,0,12.6
1,2.7,37,12.7
1,2.8,0,12.8
1,2.9,0,12.9
1,2.10,36,12.10
1,2.11,0,12.11
1,2.12,36,12.12
1,2.13,38,12.13
1,2.14,39,12.14
1,2.15,0,12.15
1,2.16,40,12.16
1,2.17,0,12.17
1,2.18,41,12.18
1,2.19,41,12.19
1,2.20,42,12.20
1,2.21,42,12.21
1,2.22,43,12.22
1,2.23,0,12.23
1,2.24,44,12.24
1,2.25,49,12.25
1,2.26,0,12.26
1,2.27,49,12.27
1,2.28,0,12.28
1,2.29,0,12.29
1,2.30,0,12.30
1,2.31,30,12.31
1,2.32,31,12.32
1,2.33,0,12.33
1,2.34,0,12.34
1,2.35,35,12.35
1,2.36,34,12.36
1,2.37,35,12.37
1,2.38,35,12.38
1,2.39,35,12.39
1,2.40,0,12.40
1,2.41,0,12.41
1,2.42,34,12.42
1,2.43,45,12.43
1,2.44,46,12.44
1,2.45,0,12.45
1,2.46,46,12.46
1,2.47,0,12.47
1,2.48,0,12.48
1,2.49,0,12.49
1,2.50,0,12.50
1,2.51,0,12.51
1,2.52,0,12.52
1,2.53,0,12.53
1,2.54,47,12.54
1,2.55,47,12.55
1,2.56,47,12.56
1,2.57,0,12.57
1,2.58,0,12.58
1,2.59,0,12.59
1,2.60,0,12.60
1,2.61,0,12.61
1,2.62,0,12.62
1,2.63,48,12.63
1,2.64,48,12.64
1,2.65,32,12.65
1,2.66,44,12.66
1,2.67,0,12.67
1,2.68,31,12.68
1,2.69,34,12.69
1,2.70,31,12.70
1,2.71,0,12.71
1,2.72,0,12.72
1,2.73,0,12.73
1,2.74,0,12.74
1,2.75,0,12.75
1,2.76,0,12.76
1,2.77,0,12.77
1,2.78,0,12.78
1,2.79,0,12.79
1,2.80,0,12.80
1,2.81,0,12.81
1,2.82,0,12.82
1,2.83,0,12.83
1,2.84,0,12.84
1,2.85,0,12.85
1,2.86,0,12.86
1,2.87,0,12.87
1,3.1,51,13.1
1,3.2,52,13.2
1,3.3,53,13.3
1,3.4,53,13.4
1,3.5,0,13.5
1,3.6,51,13.6
1,3.7,51,13.7
1,3.8,54,13.8
1,3.9,0,13.9
1,3.10,0,13.10
1,3.11,52,13.11
1,3.12,0,13.12
1,3.13,0,13.13
1,3.14,0,13.14
1,3.15,0,13.15
1,3.16,0,13.16
1,3.17,0,13.17
1,3.18,0,13.18
1,3.19,0,13.19
1,3.20,0,13.20
1,3.21,58,13.21
1,3.22,0,13.22
1,3.23,0,13.23
1,3.24,59,13.24
1,3.25,61,13.25
1,3.26,61,13.26
1,3.27,0,13.27
1,3.28,0,13.28
1,3.29,59,13.29
1,3.30,59,13.30
1,3.31,60,13.31
1,3.32,0,13.32
1,3.33,59,13.33
1,3.34,0,13.34
1,3.35,55,13.35
1,3.36,0,13.36
1,3.37,56,13.37
1,3.38,0,13.38
1,3.39,0,13.39
1,3.40,0,13.40
1,3.41,56,13.41
1,3.42,57,13.42
1,3.43,58,13.43
1,3.44,61,13.44
1,3.45,61,13.45
1,3.46,0,13.46
1,3.47,0,13.47
1,3.48,55,13.48
1,3.49,57,13.49
1,3.50,60,13.50
1,3.51,60,13.51
1,3.52,0,13.52
1,3.53,62,13.53
1,3.54,62,13.54
1,3.55,0,13.55
1,3.56,55,13.56
1,3.57,55,13.57
1,3.58,0,13.58
1,3.59,0,13.59
1,3.60,60,13.60
1,3.61,58,13.61
1,3.62,0,13.62
1,3.63,0,13.63
1,3.64,0,13.64
1,3.65,0,13.65
1,3.66,0,13.66
1,3.67,0,13.67
1,3.68,0,13.68
1,3.69,0,13.69
1,3.70,0,13.70
1,3.71,0,13.71
1,3.72,0,13.72
1,3.73,0,13.73
1,3.74,0,13.74
1,3.75,0,13.75
1,3.76,0,13.76
1,3.77,0,13.77
1,3.78,0,13.78
1,3.79,0,13.79
1,4.1,65,14.1
1,4.2,63,14.2
1,4.3,63,14.3
1,4.4,63,14.4
1,4.5,77,14.5
1,4.6,77,14.6
1,4.7,0,14.7
1,4.8,0,14.8
1,4.9,77,14.9
1,4.10,78,14.10
1,4.11,82,14.11
1,4.12,0,14.12
1,4.13,0,14.13
1,4.14,0,14.14
1,4.15,78,14.15
1,4.16,66,14.16
1,4.17,0,14.17
1,4.18,65,14.18
1,4.19,67,14.19
1,4.20,78,14.20
1,4.21,0,14.21
1,4.22,83,14.22
1,4.23,0,14.23
1,4.24,0,14.24
1,4.25,84,14.25
1,4.26,84,14.26
1,4.27,0,14.27
1,4.28,75,14.28
1,4.29,0,14.29
1,4.30,69,14.30
1,4.31,75,14.31
1,4.32,79,14.32
1,4.33,0,14.33
1,4.34,0,14.34
1,4.35,76,14.35
1,4.36,72,14.36
1,4.37,80,14.37
1,4.38,0,14.38
1,4.39,0,14.39
1,4.40,67,14.40
1,4.41,73,14.41
1,4.42,0,14.42
1,4.43,0,14.43
1,4.44,68,14.44
1,4.45,65,14.45
1,4.46,0,14.46
1,4.47,82,14.47
1,4.48,64,14.48
1,4.49,64,14.49
1,4.50,0,14.50
1,4.51,66,14.51
1,4.52,73,14.52
1,4.53,0,14.53
1,4.54,70,14.54
1,4.55,69,14.55
1,4.56,70,14.56
1,4.57,0,14.57
1,4.58,90,14.58
1,4.59,89,14.59
1,4.60,0,14.60
1,4.61,77,14.61
1,4.62,0,14.62
1,4.63,0,14.63
1,4.64,69,14.64
1,4.65,0,14.65
1,4.66,79,14.66
1,4.67,0,14.67
1,4.68,0,14.68
1,4.69,0,14.69
1,4.70,86,14.70
1,4.71,87,14.71
1,4.72,86,14.72
1,4.73,88,14.73
1,4.74,88,14.74
1,4.75,88,14.75
1,4.76,91,14.76
1,4.77,89,14.77
1,4.78,89,14.78
1,4.79,0,14.79
1,4.80,74,14.80
1,4.81,95,14.81
1,4.82,94,14.82
1,4.83,75,14.83
1,4.84,0,14.84
1,4.85,0,14.85
1,4.86,87,14.86
1,4.87,95,14.87
1,4.88,78,14.88
1,4.89,0,14.89
1,4.90,94,14.90
1,4.91,94,14.91
1,4.92,0,14.92
1,4.93,93,14.93
1,4.94,91,14.94
1,4.95,0,14.95
1,4.96,91,14.96
1,4.97,0,14.97
1,4.98,92,14.98
1,4.99,0,14.99
1,4.100,0,14.100
1,4.101,0,14.101
1,4.102,0,14.102
1,4.103,0,14.103
1,4.104,90,14.104
1,4.105,90,14.105
1,4.106,0,14.106
1,4.107,0,14.107
1,4.108,96,14.108
1,4.109,91,14.109
1,4.110,0,14.110
1,4.111,0,14.111
1,4.112,0,14.112
1,4.113,91,14.113
1,4.114,91,14.114
1,4.115,0,14.115
1,4.116,80,14.116
1,4.117,0,14.117
1,4.118,0,14.118
1,4.119,72,14.119
1,4.120,70,14.120
1,4.121,0,14.121
1,4.122,0,14.122
1,4.123,0,14.123
1,4.124,0,14.124
1,4.125,0,14.125
1,4.126,0,14.126
1,4.127,0,14.127
1,4.128,0,14.128
1,4.129,0,14.129
1,4.130,0,14.130
1,4.131,0,14.131
1,4.132,0,14.132
1,4.133,0,14.133
1,4.134,0,14.134
1,4.135,0,14.135
1,4.136,0,14.136
1,4.137,0,14.137
1,4.138,0,14.138
1,4.139,0,14.139
1,4.140,0,14.140
1,4.141,0,14.141
1,4.142,0,14.142
1,5.1,109,15.1
1,5.2,109,15.2
1,5.3,0,15.3
1,5.4,0,15.4
1,5.5,109,15.5
1,5.6,112,15.6
1,5.7,112,15.7
1,5.8,112,15.8
1,5.9,105,15.9
1,5.10,111,15.10
1,5.11,112,15.11
1,5.12,112,15.12
1,5.13,105,15.13
1,5.14,113,15.14
1,5.15,104,15.15
1,5.16,105,15.16
1,5.17,104,15.17
1,5.18,104,15.18
1,5.19,0,15.19
1,5.20,105,15.20
1,5.21,106,15.21
1,5.22,114,15.22
1,5.23,0,15.23
1,5.24,0,15.24
1,5.25,115,15.25
1,5.26,101,15.26
1,5.27,115,15.27
1,5.28,110,15.28
1,5.29,110,15.29
1,5.30,113,15.30
1,5.31,111,15.31
1,5.32,111,15.32
1,5.33,116,15.33
1,5.34,116,15.34
1,5.35,113,15.35
1,5.36,0,15.36
1,5.37,112,15.37
1,5.38,0,15.38
1,5.39,109,15.39
1,5.40,0,15.40
1,5.41,116,15.41
1,5.42,117,15.42
1,5.43,117,15.43
1,5.44,102,15.44
1,5.45,0,15.45
1,5.46,124,15.46
1,5.47,0,15.47
1,5.48,0,15.48
1,5.49,0,15.49
1,5.50,106,15.50
1,5.51,0,15.51
1,5.52,0,15.52
1,5.53,0,15.53
1,5.54,107,15.54
1,5.55,106,15.55
1,5.56,121,15.56
1,5.57,0,15.57
1,5.58,0,15.58
1,5.59,105,15.59
1,5.60,0,15.60
1,5.61,0,15.61
1,5.62,119,15.62
1,5.63,108,15.63
1,5.64,0,15.64
1,5.65,0,15.65
1,5.66,0,15.66
1,5.67,118,15.67
1,5.68,118,15.68
1,5.69,0,15.69
1,5.70,0,15.70
1,5.71,118,15.71
1,5.72,0,15.72
1,5.73,0,15.73
1,5.74,0,15.74
1,5.75,0,15.75
1,5.76,0,15.76
1,5.77,0,15.77
1,5.78,0,15.78
1,6.1,127,16.1
1,6.2,130,16.2
1,6.3,131,16.3
1,6.4,131,16.4
1,6.5,132,16.5
1,6.6,131,16.6
1,6.7,130,16.7
1,6.8,129,16.8
1,6.9,128,16.9
1,6.10,133,16.10
1,6.11,128,16.11
1,6.12,133,16.12
1,6.13,133,16.13
1,6.14,0,16.14
1,6.15,133,16.15
1,6.16,133,16.16
1,6.17,0,16.17
1,6.18,0,16.18
1,7.1,148,17.1
1,7.2,147,17.2
1,7.3,147,17.3
1,7.4,143,17.4
1,7.5,151,17.5
1,7.6,0,17.6
1,7.7,153,17.7
1,7.8,0,17.8
1,7.9,145,17.9
1,7.10,149,17.10
1,7.11,149,17.11
1,7.12,149,17.12
1,7.13,0,17.13
1,7.14,0,17.14
1,7.15,161,17.15
1,7.16,161,17.16
1,7.17,0,17.17
1,7.18,157,17.18
1,7.19,0,17.19
1,7.20,152,17.20
1,7.21,0,17.21
1,7.22,154,17.22
1,7.23,146,17.23
1,7.24,155,17.24
1,7.25,162,17.25
1,7.26,155,17.26
1,7.27,155,17.27
1,7.28,145,17.28
1,7.29,145,17.29
1,7.30,145,17.30
1,7.31,155,17.31
1,7.32,155,17.32
1,7.33,155,17.33
1,7.34,156,17.34
1,7.35,156,17.35
1,7.36,148,17.36
1,7.37,147,17.37
1,7.38,162,17.38
1,7.39,163,17.39
1,7.40,154,17.40
1,7.41,149,17.41
1,7.42,0,17.42
1,7.43,0,17.43
1,7.44,157,17.44
1,7.45,156,17.45
1,7.46,160,17.46
1,7.47,160,17.47
1,7.48,160,17.48
1,7.49,160,17.49
1,7.50,160,17.50
1,7.51,163,17.51
1,7.52,159,17.52
1,7.53,0,17.53
1,7.54,0,17.54
1,7.55,0,17.55
1,7.56,0,17.56
1,7.57,0,17.57
1,7.58,0,17.58
1,7.59,155,17.59
1,7.60,155,17.60
1,7.61,156,17.61
1,7.62,156,17.62
1,7.63,156,17.63
1,7.64,156,17.64
1,7.65,0,17.65
1,7.66,0,17.66
1,7.67,0,17.67
1,7.68,0,17.68
1,7.69,0,17.69
1,7.70,149,17.70
1,7.71,149,17.71
1,7.72,156,17.72
1,7.73,0,17.73
1,7.74,161,17.74
1,7.75,156,17.75
1,7.76,0,17.76
1,7.77,0,17.77
1,7.78,156,17.78
1,7.79,0,17.79
1,7.80,159,17.80
1,7.81,150,17.81
1,7.82,0,17.82
1,7.83,0,17.83
1,7.84,150,17.84
1,7.85,150,17.85
1,7.86,150,17.86
1,7.87,159,17.87
1,7.88,158,17.88
1,7.89,159,17.89
1,7.90,157,17.90
1,7.91,157,17.91
1,7.92,157,17.92
1,7.93,0,17.93
1,7.94,159,17.94
1,7.95,0,17.95
1,7.96,156,17.96
1,7.97,0,17.97
1,7.98,0,17.98
1,7.99,0,17.99
1,7.100,0,17.100
1,7.101,0,17.101
1,7.102,0,17.102
1,7.103,0,17.103
1,7.104,0,17.104
1,7.105,0,17.105
1,7.106,0,17.106
1,7.107,0,17.107
1,7.108,0,17.108
1,7.109,0,17.109
1,7.110,163,17.110
1,7.111,0,17.111
1,7.112,151,17.112
1,7.113,0,17.113
1,7.114,149,17.114
1,7.115,149,17.115
1,7.116,163,17.116
1,7.117,146,17.117
1,7.118,147,17.118
1,7.119,0,17.119
1,7.120,144,17.120
1,7.121,148,17.121
1,7.122,0,17.122
1,7.123,137,17.123
1,7.124,143,17.124
1,7.125,139,17.125
1,7.126,146,17.126
1,7.127,0,17.127
1,7.128,139,17.128
1,7.129,139,17.129
1,7.130,141,17.130
1,7.131,139,17.131
1,7.132,138,17.132
1,7.133,138,17.133
1,7.134,139,17.134
1,7.135,138,17.135
1,7.136,142,17.136
1,7.137,139,17.137
1,7.138,144,17.138
1,7.139,137,17.139
1,7.140,137,17.140
1,7.141,142,17.141
1,7.142,141,17.142
1,7.143,142,17.143
1,7.144,141,17.144
1,7.145,149,17.145
1,7.146,149,17.146
1,7.147,155,17.147
1,7.148,155,17.148
1,7.149,156,17.149
1,7.150,156,17.150
1,7.151,157,17.151
1,7.152,157,17.152
1,7.153,157,17.153
1,7.154,146,17.154
1,7.155,145,17.155
1,7.156,162,17.156
1,7.157,162,17.157
1,7.158,162,17.158
1,7.159,148,17.159
1,7.160,0,17.160
1,7.161,0,17.161
1,7.162,0,17.162
1,7.163,0,17.163
1,7.164,0,17.164
1,7.165,0,17.165
1,7.166,0,17.166
1,7.167,0,17.167
1,7.168,0,17.168
1,7.169,0,17.169
1,7.170,0,17.170
1,7.171,0,17.171
1,7.172,0,17.172
1,7.173,0,17.173
1,7.174,0,17.174
1,7.175,0,17.175
1,7.176,0,17.176
1,7.177,0,17.177
1,7.178,0,17.178
1,7.179,0,17.179
1,7.180,0,17.180
1,7.181,0,17.181
1,7.182,0,17.182
1,7.183,0,17.183
1,7.184,0,17.184
1,7.185,0,17.185
1,7.186,0,17.186
1,7.187,0,17.187
1,7.188,0,17.188
1,7.189,0,17.189
1,8.1,166,18.1
1,8.2,0,18.2
1,8.3,169,18.3
1,8.4,169,18.4
1,8.5,0,18.5
1,8.6,166,18.6
1,8.7,168,18.7
1,8.8,0,18.8
1,8.9,0,18.9
1,8.10,0,18.10
1,8.11,166,18.11
1,8.12,166,18.12
1,8.13,0,18.13
1,8.14,0,18.14
1,8.15,166,18.15
1,8.16,173,18.16
1,8.17,169,18.17
1,8.18,181,18.18
1,8.19,181,18.19
1,8.20,181,18.20
1,8.21,0,18.21
1,8.22,0,18.22
1,8.23,180,18.23
1,8.24,181,18.24
1,8.25,181,18.25
1,8.26,0,18.26
1,8.27,182,18.27
1,8.28,0,18.28
1,8.29,166,18.29
1,8.30,0,18.30
1,8.31,0,18.31
1,8.32,182,18.32
1,8.33,0,18.33
1,8.34,0,18.34
1,8.35,0,18.35
1,8.36,0,18.36
1,8.37,0,18.37
1,8.38,183,18.38
1,8.39,0,18.39
1,8.40,0,18.40
1,8.41,0,18.41
1,8.42,184,18.42
1,8.43,184,18.43
1,8.44,184,18.44
1,8.45,0,18.45
1,8.46,0,18.46
1,8.47,185,18.47
1,8.48,0,18.48
1,8.49,0,18.49
1,8.50,0,18.50
1,8.51,0,18.51
1,8.52,0,18.52
1,8.53,0,18.53
1,8.54,0,18.54
1,8.55,0,18.55
1,8.56,0,18.56
1,8.57,0,18.57
1,8.58,0,18.58
1,8.59,0,18.59
1,8.60,0,18.60
1,8.61,185,18.61
1,8.62,0,18.62
1,8.63,0,18.63
1,8.64,0,18.64
1,8.65,0,18.65
1,8.66,0,18.66
1,8.67,183,18.67
1,8.68,0,18.68
1,8.69,0,18.69
1,8.70,0,18.70
1,8.71,0,18.71
1,8.72,183,18.72
1,8.73,0,18.73
1,8.74,186,18.74
1,8.75,187,18.75
1,8.76,186,18.76
1,8.77,176,18.77
1,8.78,0,18.78
1,8.79,169,18.79
1,8.80,0,18.80
1,8.81,0,18.81
1,8.82,0,18.82
1,8.83,0,18.83
1,8.84,0,18.84
1,8.85,0,18.85
1,8.86,0,18.86
1,8.87,0,18.87
1,8.88,0,18.88
1,8.89,0,18.89
1,8.90,0,18.90
1,8.91,0,18.91
1,8.92,0,18.92
1,8.93,0,18.93
1,8.94,0,18.94
1,8.95,0,18.95
1,8.96,0,18.96
1,8.97,0,18.97
1,8.98,0,18.98
1,8.99,0,18.99
1,8.100,0,18.100
1,8.101,0,18.101
1,8.102,0,18.102
1,8.103,0,18.103
1,8.104,0,18.104
1,8.105,0,18.105
1,8.106,0,18.106
1,8.107,0,18.107
1,8.108,0,18.108
1,8.109,0,18.109
1,8.110,0,18.110
1,9.1,191,19.1
1,9.2,194,19.2
1,9.3,194,19.3
1,9.4,195,19.4
1,9.5,203,19.5
1,9.6,0,19.6
1,9.7,203,19.7
1,9.8,196,19.8
1,9.9,204,19.9
1,9.10,195,19.10
1,9.11,195,19.11
1,9.12,204,19.12
1,9.13,205,19.13
1,9.14,206,19.14
1,9.15,206,19.15
1,9.16,0,19.16
1,9.17,200,19.17
1,9.18,0,19.18
1,9.19,0,19.19
1,9.20,204,19.20
1,9.21,197,19.21
1,9.22,197,19.22
1,9.23,200,19.23
1,9.24,200,19.24
1,9.25,200,19.25
1,9.26,0,19.26
1,9.27,198,19.27
1,9.28,201,19.28
1,9.29,0,19.29
1,9.30,0,19.30
1,9.31,0,19.31
1,9.32,198,19.32
1,9.33,198,19.33
1,9.34,199,19.34
1,9.35,202,19.35
1,9.36,199,19.36
1,9.37,206,19.37
1,9.38,207,19.38
1,9.39,207,19.39
1,9.40,199,19.40
1,9.41,0,19.41
1,9.42,208,19.42
1,9.43,208,19.43
1,9.44,213,19.44
1,9.45,208,19.45
1,9.46,211,19.46
1,9.47,212,19.47
1,9.48,212,19.48
1,9.49,209,19.49
1,9.50,0,19.50
1,9.51,211,19.51
1,9.52,0,19.52
1,9.53,210,19.53
1,9.54,210,19.54
1,9.55,200,19.55
1,9.56,218,19.56
1,9.57,213,19.57
1,9.58,214,19.58
1,9.59,215,19.59
1,9.60,215,19.60
1,9.61,213,19.61
1,9.62,215,19.62
1,9.63,216,19.63
1,9.64,216,19.64
1,9.65,215,19.65
1,9.66,217,19.66
1,9.67,217,19.67
1,9.68,0,19.68
1,9.69,215,19.69
1,9.70,215,19.70
1,9.71,215,19.71
1,9.72,0,19.72
1,9.73,219,19.73
1,9.74,213,19.74
1,9.75,209,19.75
1,9.76,215,19.76
1,9.77,215,19.77
1,9.78,0,19.78
1,9.79,232,19.79
1,9.80,233,19.80
1,9.81,234,19.81
1,9.82,234,19.82
1,9.83,236,19.83
1,9.84,236,19.84
1,9.85,0,19.85
1,9.86,0,19.86
1,9.87,0,19.87
1,9.88,0,19.88
1,9.89,234,19.89
1,9.90,0,19.90
1,9.91,0,19.91
1,9.92,0,19.92
1,9.93,235,19.93
1,9.94,235,19.94
1,9.95,231,19.95
1,9.96,0,19.96
1,9.97,225,19.97
1,9.98,222,19.98
1,9.99,220,19.99
1,9.100,221,19.100
1,9.101,221,19.101
1,9.102,221,19.102
1,9.103,222,19.103
1,9.104,222,19.104
1,9.105,0,19.105
1,9.106,222,19.106
1,9.107,221,19.107
1,9.108,221,19.108
1,9.109,223,19.109
1,9.110,222,19.110
1,9.111,239,19.111
1,9.112,222,19.112
1,9.113,223,19.113
1,9.114,227,19.114
1,9.115,227,19.115
1,9.116,0,19.116
1,9.117,0,19.117
1,9.118,228,19.118
1,9.119,0,19.119
1,9.120,227,19.120
1,9.121,0,19.121
1,9.122,226,19.122
1,9.123,229,19.123
1,9.124,229,19.124
1,9.125,0,19.125
1,9.126,228,19.126
1,9.127,229,19.127
1,9.128,202,19.128
1,9.129,0,19.129
1,9.130,0,19.130
1,9.131,0,19.131
1,9.132,0,19.132
1,9.133,239,19.133
1,9.134,239,19.134
1,9.135,240,19.135
1,9.136,0,19.136
1,9.137,230,19.137
1,9.138,0,19.138
1,9.139,0,19.139
1,9.140,0,19.140
1,9.141,0,19.141
1,9.142,0,19.142
1,9.143,0,19.143
1,9.144,0,19.144
1,9.145,0,19.145
1,9.146,198,19.146
1,9.147,0,19.147
1,9.148,198,19.148
1,9.149,225,19.149
1,9.150,223,19.150
1,9.151,229,19.151
1,9.152,224,19.152
1,9.153,224,19.153
1,9.154,229,19.154
1,9.155,242,19.155
1,9.156,241,19.156
1,9.157,242,19.157
1,9.158,242,19.158
1,9.159,207,19.159
1,9.160,207,19.160
1,9.161,237,19.161
1,9.162,238,19.162
1,9.163,238,19.163
1,9.164,238,19.164
1,9.165,238,19.165
1,9.166,237,19.166
1,9.167,233,19.167
1,9.168,235,19.168
1,9.169,190,19.169
1,9.170,191,19.170
1,9.171,193,19.171
1,9.172,204,19.172
1,9.173,243,19.173
1,9.174,231,19.174
1,9.175,230,19.175
1,9.176,227,19.176
1,9.177,228,19.177
1,9.178,242,19.178
1,9.179,243,19.179
1,9.180,232,19.180
1,9.181,212,19.181
1,9.182,212,19.182
1,9.183,0,19.183
