sem,zad,page,identifier
3,8.60,296,38.60
3,8.61,308,38.61
3,8.62,290,38.62
3,8.63,295,38.63
3,8.64,297,38.64
3,8.65,300,38.65
3,8.66,300,38.66
3,8.67,299,38.67
3,8.68,297,38.68
3,8.69,298,38.69
3,8.70,299,38.70
3,8.71,301,38.71
3,8.72,307,38.72
3,8.73,306,38.73
3,8.74,307,38.74
3,8.75,307,38.75
3,8.76,310,38.76
3,8.77,303,38.77
3,8.78,305,38.78
3,8.79,304,38.79
3,8.80,281,38.80
3,8.81,270,38.81
3,8.82,271,38.82
3,8.83,311,38.83
3,8.84,302,38.84
3,8.85,313,38.85
3,8.86,258,38.86
3,8.87,259,38.87
3,8.88,0,38.88
3,8.89,0,38.89
3,8.90,0,38.90
3,8.91,0,38.91
3,8.92,0,38.92
3,8.93,0,38.93
3,8.94,0,38.94
3,8.95,0,38.95
3,8.96,0,38.96
3,8.97,0,38.97
3,8.98,0,38.98
3,8.99,0,38.99
3,8.100,0,38.100
3,8.101,0,38.101
3,8.102,0,38.102
3,8.103,0,38.103
3,9.1,347,39.1
3,9.2,327,39.2
3,9.3,347,39.3
3,9.4,348,39.4
3,9.5,349,39.5
3,9.6,341,39.6
3,9.7,342,39.7
3,9.8,351,39.8
3,9.9,352,39.9
3,9.10,350,39.10
3,9.11,342,39.11
3,9.12,479,39.12
3,9.13,343,39.13
3,9.14,344,39.14
3,9.15,356,39.15
3,9.16,355,39.16
3,9.17,352,39.17
3,9.18,328,39.18
3,9.19,328,39.19
3,9.20,329,39.20
3,9.21,329,39.21
3,9.22,330,39.22
3,9.23,332,39.23
3,9.24,333,39.24
3,9.25,331,39.25
3,9.26,334,39.26
3,9.27,332,39.27
3,9.28,338,39.28
3,9.29,323,39.29
3,9.30,340,39.30
3,9.31,317,39.31
3,9.32,317,39.32
3,9.33,326,39.33
3,9.34,345,39.34
3,9.35,324,39.35
3,9.36,322,39.36
3,9.37,326,39.37
3,9.38,325,39.38
3,9.39,356,39.39
3,9.40,353,39.40
3,9.41,358,39.41
3,9.42,335,39.42
3,9.43,336,39.43
3,9.44,338,39.44
3,9.45,359,39.45
3,9.46,359,39.46
3,9.47,360,39.47
3,9.48,360,39.48
3,9.49,361,39.49
3,9.50,318,39.50
3,9.51,319,39.51
3,9.52,320,39.52
3,9.53,346,39.53
3,9.54,340,39.54
3,9.55,0,39.55
3,9.56,354,39.56
3,9.57,326,39.57
3,9.58,337,39.58
3,9.59,337,39.59
3,9.60,0,39.60
3,9.61,0,39.61
3,9.62,0,39.62
3,9.63,0,39.63
3,9.64,0,39.64
3,9.65,0,39.65
3,10.1,369,310.1
3,10.2,373,310.2
3,10.3,372,310.3
3,10.4,370,310.4
3,10.5,374,310.5
3,10.6,378,310.6
3,10.7,374,310.7
3,10.8,375,310.8
3,10.9,375,310.9
3,10.10,376,310.10
3,10.11,377,310.11
3,10.12,394,310.12
3,10.13,377,310.13
3,10.14,392,310.14
3,10.15,387,310.15
3,10.16,387,310.16
3,10.17,370,310.17
3,10.18,392,310.18
3,10.19,393,310.19
3,10.20,388,310.20
3,10.21,388,310.21
3,10.22,391,310.22
3,10.23,390,310.23
3,10.24,393,310.24
3,10.25,394,310.25
3,10.26,395,310.26
3,10.27,396,310.27
3,10.28,397,310.28
3,10.29,398,310.29
3,10.30,399,310.30
3,10.31,400,310.31
3,10.32,400,310.32
3,10.33,401,310.33
3,10.34,401,310.34
3,10.35,405,310.35
3,10.36,405,310.36
3,10.37,403,310.37
3,10.38,404,310.38
3,10.39,406,310.39
3,10.40,406,310.40
3,10.41,408,310.41
3,10.42,409,310.42
3,10.43,407,310.43
3,10.44,409,310.44
3,10.45,411,310.45
3,10.46,411,310.46
3,10.47,410,310.47
3,10.48,412,310.48
3,10.49,413,310.49
3,10.50,413,310.50
3,10.51,414,310.51
3,10.52,0,310.52
3,10.53,415,310.53
3,10.54,379,310.54
3,10.55,380,310.55
3,10.56,380,310.56
3,10.57,381,310.57
3,10.58,382,310.58
3,10.59,383,310.59
3,10.60,383,310.60
3,10.61,384,310.61
3,10.62,385,310.62
3,10.63,386,310.63
3,10.64,0,310.64
3,10.65,389,310.65
3,10.66,0,310.66
3,10.67,386,310.67
3,10.68,416,310.68
3,10.69,0,310.69
3,10.70,416,310.70
3,10.71,0,310.71
3,10.72,417,310.72
3,10.73,0,310.73
3,10.74,0,310.74
3,10.75,421,310.75
3,10.76,0,310.76
3,10.77,418,310.77
3,10.78,419,310.78
3,10.79,419,310.79
3,10.80,420,310.80
3,10.81,422,310.81
3,10.82,0,310.82
3,10.83,0,310.83
3,10.84,0,310.84
3,10.85,0,310.85
3,10.86,0,310.86
3,10.87,0,310.87
3,10.88,0,310.88
3,10.89,0,310.89
3,10.90,0,310.90
3,10.91,0,310.91
3,10.92,0,310.92
3,10.93,0,310.93
3,11.1,426,311.1
3,11.2,428,311.2
3,11.3,429,311.3
3,11.4,431,311.4
3,11.5,432,311.5
3,11.6,0,311.6
3,11.7,432,311.7
3,11.8,433,311.8
3,11.9,434,311.9
3,11.10,434,311.10
3,11.11,435,311.11
3,11.12,436,311.12
3,11.13,437,311.13
3,11.14,438,311.14
3,11.15,439,311.15
3,11.16,440,311.16
3,11.17,440,311.17
3,11.18,441,311.18
3,11.19,442,311.19
3,11.20,444,311.20
3,11.21,445,311.21
3,11.22,0,311.22
3,11.23,446,311.23
3,11.24,447,311.24
3,11.25,448,311.25
3,11.26,449,311.26
3,11.27,449,311.27
3,11.28,450,311.28
3,11.29,0,311.29
3,11.30,0,311.30
3,11.31,450,311.31
3,11.32,451,311.32
3,11.33,452,311.33
3,11.34,454,311.34
3,11.35,456,311.35
3,11.36,457,311.36
3,11.37,458,311.37
3,11.38,459,311.38
3,11.39,460,311.39
3,11.40,460,311.40
3,11.41,461,311.41
3,11.42,461,311.42
3,11.43,462,311.43
3,11.44,463,311.44
3,11.45,464,311.45
3,11.46,0,311.46
3,11.47,0,311.47
3,11.48,0,311.48
3,11.49,0,311.49
3,11.50,0,311.50
3,11.51,0,311.51
3,11.52,0,311.52
3,11.53,0,311.53
3,11.54,0,311.54
3,11.55,0,311.55
3,11.56,0,311.56
3,11.57,0,311.57
3,12.1,160,312.1
3,12.2,471,312.2
3,12.3,473,312.3
3,12.4,486,312.4
3,12.5,486,312.5
3,12.6,473,312.6
3,12.7,473,312.7
3,12.8,487,312.8
3,12.9,487,312.9
3,12.10,490,312.10
3,12.11,496,312.11
3,12.12,496,312.12
3,12.13,500,312.13
3,12.14,466,312.14
3,12.15,467,312.15
3,12.16,476,312.16
3,12.17,0,312.17
3,12.18,516,312.18
3,12.19,470,312.19
3,12.20,474,312.20
3,12.21,469,312.21
3,12.22,476,312.22
3,12.23,477,312.23
3,12.24,470,312.24
3,12.25,482,312.25
3,12.26,482,312.26
3,12.27,484,312.27
3,12.28,484,312.28
3,12.29,497,312.29
3,12.30,499,312.30
3,12.31,498,312.31
3,12.32,487,312.32
3,12.33,491,312.33
3,12.34,499,312.34
3,12.35,497,312.35
3,12.36,490,312.36
3,12.37,489,312.37
3,12.38,492,312.38
3,12.39,482,312.39
3,12.40,483,312.40
3,12.41,493,312.41
3,12.42,522,312.42
3,12.43,495,312.43
3,12.44,513,312.44
3,12.45,506,312.45
3,12.46,507,312.46
3,12.47,511,312.47
3,12.48,512,312.48
3,12.49,512,312.49
3,12.50,505,312.50
3,12.51,0,312.51
3,12.52,510,312.52
3,12.53,528,312.53
3,12.54,524,312.54
3,12.55,525,312.55
3,12.56,523,312.56
3,12.57,526,312.57
3,12.58,526,312.58
3,12.59,527,312.59
3,12.60,528,312.60
3,12.61,527,312.61
3,12.62,527,312.62
3,12.63,467,312.63
3,12.64,468,312.64
3,12.65,494,312.65
3,12.66,474,312.66
3,12.67,521,312.67
3,12.68,510,312.68
3,12.69,508,312.69
3,12.70,509,312.70
3,12.71,483,312.71
3,12.72,477,312.72
3,12.73,478,312.73
3,12.74,521,312.74
3,12.75,521,312.75
3,12.76,529,312.76
3,12.77,0,312.77
3,12.78,0,312.78
3,12.79,0,312.79
3,12.80,0,312.80
3,12.81,0,312.81
3,12.82,0,312.82
3,12.83,0,312.83
3,12.84,0,312.84
3,12.85,0,312.85
3,12.86,0,312.86
3,12.87,0,312.87
3,12.88,0,312.88
3,12.89,0,312.89
3,12.90,0,312.90
3,12.91,0,312.91
3,12.92,0,312.92
3,12.93,0,312.93
3,12.94,0,312.94
3,12.95,0,312.95
3,12.96,0,312.96
3,12.97,0,312.97
3,12.98,0,312.98
3,12.99,0,312.99
3,12.100,0,312.100
3,12.101,0,312.101
3,12.102,0,312.102
3,12.103,0,312.103
3,12.104,0,312.104
4,1.1,15,41.1
4,1.2,7,41.2
4,1.3,7,41.3
4,1.4,19,41.4
4,1.5,19,41.5
4,1.6,19,41.6
4,1.7,8,41.7
4,1.8,9,41.8
4,1.9,10,41.9
4,1.10,0,41.10
4,1.11,10,41.11
4,1.12,9,41.12
4,1.13,12,41.13
4,1.14,10,41.14
4,1.15,11,41.15
4,1.16,11,41.16
4,1.17,12,41.17
4,1.18,9,41.18
4,1.19,16,41.19
4,1.20,15,41.20
4,1.21,15,41.21
4,1.22,20,41.22
4,1.23,20,41.23
4,1.24,21,41.24
4,1.25,0,41.25
4,1.26,21,41.26
4,1.27,27,41.27
4,1.28,28,41.28
4,1.29,29,41.29
4,1.30,30,41.30
4,1.31,0,41.31
4,1.32,27,41.32
4,1.33,27,41.33
4,1.34,0,41.34
4,1.35,30,41.35
4,1.36,31,41.36
4,1.37,31,41.37
4,1.38,31,41.38
4,1.39,31,41.39
4,1.40,32,41.40
4,1.41,32,41.41
4,1.42,34,41.42
4,1.43,35,41.43
4,1.44,36,41.44
4,1.45,37,41.45
4,1.46,37,41.46
4,1.47,39,41.47
4,1.48,39,41.48
4,1.49,39,41.49
4,1.50,40,41.50
4,1.51,40,41.51
4,1.52,40,41.52
4,1.53,0,41.53
4,1.54,41,41.54
4,1.55,0,41.55
4,1.56,41,41.56
4,1.57,42,41.57
4,1.58,0,41.58
4,1.59,43,41.59
4,1.60,0,41.60
4,2.1,50,42.1
4,2.2,51,42.2
4,2.3,51,42.3
4,2.4,52,42.4
4,2.5,49,42.5
4,2.6,53,42.6
4,2.7,53,42.7
4,2.8,54,42.8
4,2.9,54,42.9
4,2.10,54,42.10
4,2.11,55,42.11
4,2.12,55,42.12
4,2.13,55,42.13
4,2.14,55,42.14
4,2.15,55,42.15
4,2.16,57,42.16
4,2.17,57,42.17
4,2.18,57,42.18
4,2.19,57,42.19
4,2.20,58,42.20
4,2.21,54,42.21
4,2.22,58,42.22
4,2.23,59,42.23
4,2.24,61,42.24
4,2.25,60,42.25
4,2.26,60,42.26
4,2.27,60,42.27
4,2.28,60,42.28
4,2.29,0,42.29
4,2.30,0,42.30
4,2.31,61,42.31
4,2.32,62,42.32
4,2.33,65,42.33
4,2.34,65,42.34
4,2.35,62,42.35
4,2.36,66,42.36
4,2.37,63,42.37
4,2.38,63,42.38
4,2.39,64,42.39
4,2.40,0,42.40
4,2.41,67,42.41
4,2.42,67,42.42
4,2.43,68,42.43
4,2.44,0,42.44
4,2.45,0,42.45
4,3.1,71,43.1
4,3.2,71,43.2
4,3.3,72,43.3
4,3.4,72,43.4
4,3.5,72,43.5
4,3.6,74,43.6
4,3.7,74,43.7
4,3.8,103,43.8
4,3.9,73,43.9
4,3.10,75,43.10
4,3.11,76,43.11
4,3.12,78,43.12
4,3.13,78,43.13
4,3.14,77,43.14
4,3.15,77,43.15
4,3.16,78,43.16
4,3.17,78,43.17
4,3.18,83,43.18
4,3.19,105,43.19
4,3.20,83,43.20
4,3.21,0,43.21
4,3.22,85,43.22
4,3.23,81,43.23
4,3.24,80,43.24
4,3.25,80,43.25
4,3.26,81,43.26
4,3.27,81,43.27
4,3.28,81,43.28
4,3.29,82,43.29
4,3.30,82,43.30
4,3.31,82,43.31
4,3.32,82,43.32
4,3.33,82,43.33
4,3.34,80,43.34
4,3.35,84,43.35
4,3.36,0,43.36
4,3.37,0,43.37
4,3.38,0,43.38
4,3.39,0,43.39
4,3.40,0,43.40
4,3.41,0,43.41
4,4.1,88,44.1
4,4.2,88,44.2
4,4.3,89,44.3
4,4.4,89,44.4
4,4.5,90,44.5
4,4.6,90,44.6
4,4.7,90,44.7
4,4.8,91,44.8
4,4.9,92,44.9
4,4.10,93,44.10
4,4.11,93,44.11
4,4.12,94,44.12
4,4.13,94,44.13
4,4.14,94,44.14
4,4.15,0,44.15
4,4.16,110,44.16
4,4.17,95,44.17
4,4.18,95,44.18
4,4.19,97,44.19
4,4.20,98,44.20
4,4.21,99,44.21
4,4.22,0,44.22
4,4.23,0,44.23
4,4.24,0,44.24
4,4.25,0,44.25
4,4.26,0,44.26
4,5.1,102,45.1
4,5.2,103,45.2
4,5.3,103,45.3
4,5.4,0,45.4
4,5.5,103,45.5
4,5.6,104,45.6
4,5.7,113,45.7
4,5.8,106,45.8
4,5.9,106,45.9
4,5.10,107,45.10
4,5.11,0,45.11
4,5.12,108,45.12
4,5.13,109,45.13
4,5.14,110,45.14
4,5.15,110,45.15
4,5.16,115,45.16
4,5.17,116,45.17
4,5.18,111,45.18
4,5.19,112,45.19
4,5.20,113,45.20
4,5.21,114,45.21
4,5.22,116,45.22
4,5.23,151,45.23
4,5.24,117,45.24
4,5.25,0,45.25
4,5.26,0,45.26
4,5.27,0,45.27
4,5.28,0,45.28
4,5.29,0,45.29
4,5.30,0,45.30
4,5.31,0,45.31
4,5.32,0,45.32
4,6.1,126,46.1
4,6.2,128,46.2
4,6.3,128,46.3
4,6.4,131,46.4
4,6.5,131,46.5
4,6.6,126,46.6
4,6.7,120,46.7
4,6.8,127,46.8
4,6.9,132,46.9
4,6.10,133,46.10
4,6.11,120,46.11
4,6.12,123,46.12
4,6.13,133,46.13
4,6.14,132,46.14
4,6.15,126,46.15
4,6.16,128,46.16
4,6.17,130,46.17
4,6.18,0,46.18
4,6.19,130,46.19
4,6.20,124,46.20
4,6.21,120,46.21
4,6.22,121,46.22
4,6.23,122,46.23
4,6.24,122,46.24
4,6.25,129,46.25
4,6.26,123,46.26
4,6.27,123,46.27
4,6.28,124,46.28
4,6.29,125,46.29
4,6.30,136,46.30
4,6.31,137,46.31
4,6.32,134,46.32
4,6.33,135,46.33
4,6.34,137,46.34
4,6.35,141,46.35
4,6.36,141,46.36
4,6.37,141,46.37
4,6.38,141,46.38
4,6.39,144,46.39
4,6.40,141,46.40
4,6.41,141,46.41
4,6.42,142,46.42
4,6.43,136,46.43
4,6.44,141,46.44
4,6.45,144,46.45
4,6.46,0,46.46
4,6.47,0,46.47
4,6.48,145,46.48
4,6.49,125,46.49
4,6.50,137,46.50
4,6.51,139,46.51
4,6.52,135,46.52
4,6.53,0,46.53
4,6.54,129,46.54
4,6.55,143,46.55
4,6.56,0,46.56
4,6.57,0,46.57
4,6.58,0,46.58
4,6.59,0,46.59
4,6.60,0,46.60
4,6.61,0,46.61
4,6.62,0,46.62
4,6.63,0,46.63
4,6.64,0,46.64
4,7.1,169,47.1
4,7.2,85,47.2
4,7.3,155,47.3
4,7.4,175,47.4
4,7.5,156,47.5
4,7.6,162,47.6
4,7.7,162,47.7
4,7.8,169,47.8
4,7.9,154,47.9
4,7.10,155,47.10
4,7.11,148,47.11
4,7.12,175,47.12
4,7.13,163,47.13
4,7.14,182,47.14
4,7.15,149,47.15
4,7.16,156,47.16
4,7.17,157,47.17
4,7.18,162,47.18
4,7.19,151,47.19
4,7.20,151,47.20
4,7.21,150,47.21
4,7.22,150,47.22
4,7.23,154,47.23
4,7.24,170,47.24
4,7.25,170,47.25
4,7.26,148,47.26
4,7.27,0,47.27
4,7.28,149,47.28
4,7.29,186,47.29
4,7.30,156,47.30
4,7.31,153,47.31
4,7.32,153,47.32
4,7.33,0,47.33
4,7.34,173,47.34
4,7.35,173,47.35
4,7.36,155,47.36
4,7.37,0,47.37
4,7.38,155,47.38
4,7.39,160,47.39
4,7.40,160,47.40
4,7.41,161,47.41
4,7.42,160,47.42
4,7.43,161,47.43
4,7.44,160,47.44
4,7.45,156,47.45
4,7.46,161,47.46
4,7.47,161,47.47
4,7.48,163,47.48
4,7.49,163,47.49
4,7.50,157,47.50
4,7.51,164,47.51
4,7.52,164,47.52
4,7.53,165,47.53
4,7.54,165,47.54
4,7.55,166,47.55
4,7.56,167,47.56
4,7.57,0,47.57
4,7.58,0,47.58
4,7.59,166,47.59
4,7.60,168,47.60
4,7.61,0,47.61
4,7.62,167,47.62
4,7.63,167,47.63
4,7.64,168,47.64
4,7.65,152,47.65
4,7.66,158,47.66
4,7.67,158,47.67
4,7.68,152,47.68
4,7.69,206,47.69
4,7.70,157,47.70
4,7.71,0,47.71
4,7.72,0,47.72
4,7.73,0,47.73
4,7.74,0,47.74
4,7.75,0,47.75
4,7.76,0,47.76
4,7.77,0,47.77
4,7.78,0,47.78
4,7.79,0,47.79
4,7.80,0,47.80
4,7.81,0,47.81
4,7.82,0,47.82
4,7.83,0,47.83
4,8.1,190,48.1
4,8.2,200,48.2
4,8.3,202,48.3
4,8.4,177,48.4
4,8.5,181,48.5
4,8.6,181,48.6
4,8.7,182,48.7
4,8.8,178,48.8
4,8.9,182,48.9
4,8.10,183,48.10
4,8.11,178,48.11
4,8.12,178,48.12
4,8.13,178,48.13
4,8.14,178,48.14
4,8.15,179,48.15
4,8.16,184,48.16
4,8.17,179,48.17
4,8.18,186,48.18
4,8.19,185,48.19
4,8.20,179,48.20
4,8.21,179,48.21
4,8.22,182,48.22
4,8.23,188,48.23
4,8.24,189,48.24
4,8.25,191,48.25
4,8.26,183,48.26
4,8.27,187,48.27
4,8.28,187,48.28
4,8.29,187,48.29
4,8.30,178,48.30
4,8.31,177,48.31
4,8.32,190,48.32
4,8.33,190,48.33
4,8.34,191,48.34
4,8.35,191,48.35
4,8.36,178,48.36
4,8.37,192,48.37
4,8.38,193,48.38
4,8.39,192,48.39
4,8.40,192,48.40
4,8.41,189,48.41
4,8.42,223,48.42
4,8.43,193,48.43
4,8.44,187,48.44
4,8.45,199,48.45
4,8.46,199,48.46
4,8.47,199,48.47
4,8.48,188,48.48
4,8.49,196,48.49
4,8.50,196,48.50
4,8.51,185,48.51
4,8.52,199,48.52
4,8.53,200,48.53
4,8.54,223,48.54
4,8.55,193,48.55
4,8.56,218,48.56
4,8.57,203,48.57
4,8.58,203,48.58
4,8.59,194,48.59
4,8.60,195,48.60
4,8.61,189,48.61
4,8.62,179,48.62
4,8.63,196,48.63
4,8.64,197,48.64
4,8.65,191,48.65
4,8.66,204,48.66
4,8.67,204,48.67
4,8.68,0,48.68
4,8.69,222,48.69
4,8.70,222,48.70
4,8.71,223,48.71
4,8.72,223,48.72
4,8.73,219,48.73
4,8.74,207,48.74
4,8.75,207,48.75
4,8.76,207,48.76
4,8.77,208,48.77
4,8.78,210,48.78
4,8.79,213,48.79
4,8.80,213,48.80
4,8.81,211,48.81
4,8.82,219,48.82
4,8.83,214,48.83
4,8.84,214,48.84
4,8.85,215,48.85
4,8.86,215,48.86
4,8.87,216,48.87
4,8.88,216,48.88
4,8.89,211,48.89
4,8.90,211,48.90
4,8.91,212,48.91
4,8.92,219,48.92
4,8.93,212,48.93
4,8.94,216,48.94
4,8.95,217,48.95
4,8.96,220,48.96
4,8.97,220,48.97
4,8.98,212,48.98
4,8.99,217,48.99
4,8.100,0,48.100
4,8.101,204,48.101
4,8.102,205,48.102
4,8.103,0,48.103
4,8.104,206,48.104
4,8.105,194,48.105
4,8.106,0,48.106
4,8.107,215,48.107
4,8.108,197,48.108
4,8.109,198,48.109
4,8.110,0,48.110
4,8.111,0,48.111
4,8.112,0,48.112
4,8.113,0,48.113
4,8.114,0,48.114
4,8.115,0,48.115
4,8.116,0,48.116
4,8.117,0,48.117
4,8.118,0,48.118
4,8.119,0,48.119
4,8.120,0,48.120
4,8.121,0,48.121
4,8.122,0,48.122
4,8.123,0,48.123
4,8.124,0,48.124
4,8.125,0,48.125
4,8.126,0,48.126
4,8.127,0,48.127
4,8.128,0,48.128
4,8.129,0,48.129
4,8.130,0,48.130
4,8.131,0,48.131
4,8.132,0,48.132
4,8.133,0,48.133
4,8.134,0,48.134
4,8.135,0,48.135
4,8.136,0,48.136
4,8.137,0,48.137
4,8.138,0,48.138
4,9.1,226,49.1
4,9.2,227,49.2
4,9.3,228,49.3
4,9.4,229,49.4
4,9.5,240,49.5
4,9.6,240,49.6
4,9.7,241,49.7
4,9.8,241,49.8
4,9.9,241,49.9
4,9.10,242,49.10
4,9.11,229,49.11
4,9.12,230,49.12
4,9.13,231,49.13
4,9.14,232,49.14
4,9.15,243,49.15
4,9.16,243,49.16
4,9.17,244,49.17
4,9.18,332,49.18
4,9.19,333,49.19
4,9.20,234,49.20
4,9.21,332,49.21
4,9.22,247,49.22
4,9.23,235,49.23
4,9.24,235,49.24
4,9.25,236,49.25
4,9.26,227,49.26
4,9.27,245,49.27
4,9.28,246,49.28
4,9.29,237,49.29
4,9.30,238,49.30
4,9.31,233,49.31
4,9.32,252,49.32
4,9.33,249,49.33
